time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	299.227734	0	-280.347622	-66.4580971	-282.525692	-237.430551	-199.528546	10317.1892
2	296.360525	0	-173.240507	3933.0229	190.045942	-143.550506	12173.9137	120404505.0
4	300.494523	0	-196.697194	1443.25773	-191.358427	-166.885567	1166.46907	21366.4987
6	295.553414	0	-205.038017	4823.00742	-207.227865	-151.321774	403414.335	8946.62162
8	295.250617	0	-211.280929	-202.671367	-213.238486	-174.560658	158.257863	56609.9842
10	297.381446	0	-223.686398	-223.686398	515.918792	4484.35369	43259581.9	18783.8647
12	298.109013	0	-197.531515	-142.781171	-199.713323	-153.684835	783.4665	60891645.7
14	298.939986	0	-204.226324	-40.7057484	-68.5501114	-174.536324	8603.44401	9027.8864
16	301.603856	0	-230.129055	-171.897217	-153.205278	-200.439054	813.769254	11098.4682
18	299.41816	0	-244.58515	2704.28858	-24.1510879	-75.5973104	-224.84515	29282886200.0
20	295.214097	0	-196.2939	-196.2939	65687.0852	56338.2295	313819.448	220879.216
22	300.703722	0	-191.16791	-83.2276274	2471.20294	-161.477909	17475.5262	6398115.8
24	295.453485	0	-229.236911	529.341999	-177.854052	-114.038058	-209.496911	41.2173705
26	297.631227	0	-195.265107	19.2386006	-159.665542	-135.283125	-175.525094	157.492833
28	298.169941	0	-223.553975	553.767346	-131.96108	-193.863975	3278.09406	1980544.42
30	304.078098	0	-204.643345	-144.111077	96.6443323	-174.953344	7665.26058	66466835.0
32	306.070699	0	-131.759893	-102.376411	-133.911081	-91.7510503	1531.17521	269900.154
34	293.737218	0	-203.130505	29592.5172	-205.311434	-159.535912	-121.10504	1163720.3
36	297.083068	0	-200.141804	204.159369	-154.215206	-170.451804	3897.64334	913622975.0
38	292.767402	0	-207.427397	-133.913247	-29.1285988	-177.737396	11229.294	391683393.0
40	306.606951	0	-202.988	-164.18051	-205.177897	-148.296623	24423.1767	7895.65059
42	296.499674	0	-194.696484	-150.532959	-190.19075	-142.486011	-174.784232	-10.8309945
44	296.975281	0	-238.595425	2019.5312	-189.643825	-176.115732	-218.855421	32085.3799
46	297.662545	0	-238.098719	-47.0309933	-240.286289	-191.243849	3470.74562	-41.3703317
48	294.914518	0	-217.296589	-217.296589	2525.79424	290.455617	119267.115	804.303381
