This file contains the TI integral evaluated using the first n% of the data.
dH/d(lamda) values used to compute the integral where averaged over 3 random seeds.
Percent	dHdl	dVdl
10.0%	152.12
20.0%	152.89
30.0%	151.99
40.0%	151.73
50.0%	151.68
60.0%	151.94
70.0%	151.6
80.0%	151.41
90.0%	151.49
100.0%	151.27
