time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	298.963569	0	-2006.87152	-2006.87152	-1738.00275	-1885.71068	3493.64485	-2023.06815	-614.269728	-875.994419
2	300.93618	0	-2024.29188	-1195.28028	-1151.24937	-1652.55094	-1930.27188	-536.829202	1316.34789	3175.57136
4	296.939062	0	-1938.21396	11305.839	2491330.79	-1950.73396	1458673.45	213.64452	1111107.08	85189645500.0
6	295.793669	0	-1947.8892	38902.7546	64891.7085	10678.2027	308350365.0	-2192.2992	308470.363	328728.631
8	300.646668	0	-1984.13267	-1613.15784	-1753.51571	-1422.76051	-1890.11267	1103.9852	6084.03252	6080.82919
10	297.170509	0	-1889.40871	196.757985	-1391.75806	9968.19408	-1795.38871	15585.5232	399.381037	5751.07383
12	299.794929	0	-2021.20476	45806.9176	17098.7956	11117.4265	-1927.18477	6916305.17	200317.838	36964.1188
14	300.002542	0	-1910.98227	78481.4585	61021.9082	-1571.93749	-1816.96227	13334.1827	525916911000.0	1612.0482
16	302.906524	0	-1928.48358	4303.13001	33740.859	13258.6009	354911.38	-2172.89358	141228.123	68596.8801
18	299.243513	0	-1944.7265	48665.9143	-1466.16343	-1773.07103	-1850.7065	602646.85	2671128.32	-1289.33556
20	297.235644	0	-1887.70783	8071.60621	-1931.71751	-1900.22783	-145.426262	30096.4602	5718.48345	30014793.1
22	299.738575	0	-1950.19839	1035.98702	1667.33483	-1268.88609	341464318.0	-2194.6084	283948.272	5140.87668
24	296.852198	0	-1899.90846	33257.6638	525060.215	-1765.35975	133691.031	3839.50877	1045211.41	-1763.70847
26	296.539828	0	-1992.5481	1089640.03	12187.9803	-1863.06714	-1898.5281	-1752.25095	-1552.27599	232825.701
28	302.765374	0	-1975.21241	7257324.99	1.77518184	4127535.6	-1881.19241	2053.87131	70544.4092	792393694.0
30	297.442526	0	-1970.46108	-1702.1526	-1368.46486	7396.2832	-1876.44108	-1654.76319	16595331100.0	446394.787
32	299.518335	0	-1919.65226	6194.40937	-1523.90998	-1498.73976	-1825.63226	-1632.7582	-998.402192	334.753105
34	300.332617	0	-1966.09014	-399.418556	1129.11507	-1532.41201	-1872.07014	2673.82764	12207.0155	-932.019789
36	299.531427	0	-1966.88829	350368.605	2512.36565	38734.107	-1872.86829	4130.2123	957159.294	1437917.47
38	301.190875	0	-1922.02248	9174366.35	985.490524	-1612.61817	-1828.00248	1992.90443	805757.749	-251.466335
40	302.630066	0	-1899.45723	4216.31719	-1992.72723	-1686.5135	-324.98872	-1799.9559	848146.98	49129.0997
42	297.602407	0	-1957.85687	-208.238745	-27.6258782	14543.0994	1073063460.0	-2202.26687	331296993000.0	315137.098
44	298.323287	0	-1969.03585	1281452.25	248976.563	707173.547	-1875.01585	2902.41937	123038.357	101929.679
46	297.96652	0	-1912.0724	-1122.91646	-1816.35074	-1410.19945	-1818.0524	-889.904389	7372.2764	3235.95984
48	301.31004	0	-1948.88069	8816.97149	-1488.06775	-1731.96814	-1854.8607	8236.26654	5052.41344	912.011644
50	296.415916	0	-1863.45065	15290.3792	-1956.72065	447698.815	2080480.36	17948.0215	73228690.2	95938246.7
