time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	292.707844	0	-684.279698	-454.750728	6295439.84	9293.02567	15889063.9	-263.971045	-184.847819	-803.989697	-532.989035	564.326044	-324.635244	-361.684726	97.9504715	179.689094
2	300.245728	0	-690.512555	3037.54881	4913035.48	45334.5048	67965.931	2969.85541	939.296628	-810.222554	181126714000000.0	36445.1904	4923.14375	638238.899	460156.556	216.98105
4	298.227405	0	-670.973937	-350.24519	3502698.29	9204.13711	92964.8103	7805.03041	-256.493117	-82.2604205	-606.723937	126364.026	-324.209161	-351.455501	4066.59058	6790063640.0
6	296.289019	0	-687.427308	-482.776793	100188.641	75.3943377	8424.10179	-720.897963	-379.254774	130488.225	-595.509759	3219.14608	-488.081836	-505.596575	-711.507271	40382.5994
8	300.964496	0	-667.622078	2195.60103	113105.974	4.59642023e+17	74791735.6	2895969.31	1758.77137	21308.793	-481.225934	14823.3575	1747.67348	896814.672	-691.702078	8956.63937
10	300.47062	0	-727.373323	-659.872454	-104.079791	-534.380561	77551.0603	1892504660.0	-486.765092	4274.7121	-608.263251	-219.733708	2744.98681	-343.887826	-751.452904	9411864.94
12	294.965559	0	-674.261854	-595.760798	-235.392588	98141.3247	-294.585083	5273.03609	-447.321952	222.662202	-609.905208	502.816787	-543.708169	-517.200712	102480.651	4712771.31
14	296.060442	0	-745.354212	-530.620145	-122.521182	22301.8275	459701.826	-444.220687	-423.504944	801.989266	-582.978407	2699.48414	688.462521	-335.925106	-769.434212	10577.4025
16	301.248572	0	-692.692762	8370.88897	-369.34879	10725.8599	284920171000.0	3959.97414	4188.66368	634915.612	-210.95786	154658.92	120131.033	110.055513	-716.772762	1017950.99
18	303.178359	0	-685.539405	-526.014846	-222.469781	411715.12	826.401719	4231.31954	-420.241547	185.910092	-621.289405	3017.80135	533.03495	-483.539468	929548.994	7342.21714
20	301.215184	0	-696.118736	69.884946	-344.534488	34148.9331	392646.918	1768.33851	-302.562576	2617.09458	-564.728756	10900.8928	-430.319742	-551.247385	-720.198736	362484.436
22	291.942741	0	-749.548318	-377.167672	144174.629	-369.763838	26410.2273	-711.475545	-148.758813	-869.258317	1725.80386	-548.891043	-543.518981	1187.24968	-544.129213	30617.6409
24	293.485838	0	-643.155857	608.455406	445.029247	2804097.81	38387.9915	919.959531	-424.06586	165476.999	-500.223831	972.718447	-360.322763	-463.90161	687.348327	49500486.0
26	296.681157	0	-713.122962	-252.057666	10408.8823	-328.0592	1871.16206	6840.13405	156.590672	-832.832961	-305.414816	270.741543	-359.159952	-163.39326	-471.180208	46964.2055
28	296.46595	0	-691.187572	393026.868	19911.16	12372.2918	575651547000.0	-285.627107	-437.046313	3321685.48	805.231633	5587.48718	2109.83546	1873.58326	-715.267571	67767.7821
30	297.839998	0	-687.262974	1508.56846	-231.783427	4782159.17	282804.916	3187695.93	79710.7724	157756.823	36.7418088	13899167.0	-239.808199	772.593002	-711.342974	4193.29137
32	298.018574	0	-661.617791	193.08197	481403.802	1255.14083	29720.5747	2994.67805	-442.527795	1484309.61	628688.848	167.651187	-87.9088473	1549.25418	250893.977	5516113400000.0
34	293.707639	0	-727.396817	-173.997063	13550.1518	2566.19846	188798.786	19212.5553	-231.260915	441.564934	-663.146817	10887.2085	-465.111336	-167.313192	74845167.1	67851.15
36	296.904933	0	-693.123199	2014.99677	385962.949	399.678041	45347.8401	450.584737	1842.45848	-812.833198	-103.110663	22847.8325	691.226805	1517.71959	245.914661	175983.987
38	297.866359	0	-694.013994	360.731064	58275362.1	-549.913988	118162.414	128174.629	-299.229416	1501953.2	-571.320543	-674.722181	-324.558675	-313.143789	-408.471645	3990.5553
40	298.379918	0	-758.156863	-260.375662	3890.08863	475.269431	1225112.37	-27.8828671	499.606686	-579.670625	-581.356022	-839.496859	460.486147	-317.370658	326735.589	12039.1829
42	292.279578	0	-693.036944	-573.651563	536.952507	195681.502	16163.4681	28148.3441	-372.840983	-812.746943	-574.500999	245.927677	-135.94819	-196.803552	1810.23383	133565534.0
44	293.8749	0	-704.39505	-90.0573515	2153931.57	-323.774213	72521.032	-642.465234	-360.381617	-824.105049	-212.461893	22729.6231	499.742123	2651.57954	-198.540564	11830.3816
46	292.252731	0	-672.511396	-137.781569	6838.28438	1303168.63	12502491.3	867.449213	-123.326668	8291.81396	-572.402173	33783.7302	-566.531391	720.629236	5384.46535	1603075.41
48	301.616102	0	-657.155429	-534.69166	8766.19046	14447962.4	21443.2543	549.339255	-438.065362	-327.616501	-566.954293	1109.74838	1019.81919	14878.3797	-504.421543	24114.1524
