#
#     time		Distance%7:1208,2237		Distance%7:1209,2237		Distance%7:1211,2237		Distance%7:1212,2237		
    0.000000000		0.707559		0.624408		0.429527		0.484018		
    0.200000000		0.346424		0.179577		0.439966		0.305502		
    0.400000000		0.65873		0.507898		0.436506		0.344185		
    0.600000000		0.626813		0.544768		0.403381		0.421303		
    0.800000000		0.796738		0.691729		0.414575		0.473334		
    1.000000000		0.770766		0.692607		0.434599		0.496884		
    1.200000000		0.347444		0.172551		0.38875		0.243316		
    1.400000000		0.78144		0.696767		0.428005		0.508868		
    1.600000000		0.318064		0.169958		0.453556		0.288589		
    1.800000000		0.664431		0.564033		0.330414		0.389285		
    2.000000000		0.77063		0.683082		0.414153		0.464157		
    2.200000000		0.765003		0.666182		0.411593		0.466895		
    2.400000000		0.745015		0.628327		0.40707		0.472695		
    2.600000000		0.722802		0.594148		0.386366		0.429292		
    2.800000000		0.330404		0.195605		0.440324		0.304262		
    3.000000000		0.746301		0.657172		0.384262		0.44097		
    3.200000000		0.327809		0.184236		0.479512		0.321469		
    3.400000000		0.760363		0.662329		0.398631		0.455919		
    3.600000000		0.36123		0.191997		0.344008		0.179223		
    3.800000000		0.743233		0.659335		0.472013		0.499028		
    4.000000000		0.822395		0.743609		0.426862		0.515717		
    4.200000000		0.804537		0.741029		0.447505		0.522053		
    4.400000000		0.387903		0.209075		0.382742		0.212226		
    4.600000000		0.738892		0.647927		0.361585		0.433602		
    4.800000000		0.595788		0.507665		0.317482		0.375806		
    5.000000000		0.654455		0.551049		0.35858		0.39794		
    5.200000000		0.361594		0.182144		0.416592		0.248996		
    5.400000000		0.688748		0.594658		0.412536		0.459229		
    5.600000000		0.725988		0.622995		0.347085		0.424394		
    5.800000000		0.760891		0.704824		0.425281		0.496956		
    6.000000000		0.413779		0.237216		0.381904		0.206469		
    6.200000000		0.366721		0.195758		0.369423		0.198106		
    6.400000000		0.728219		0.613865		0.420187		0.466603		
    6.600000000		0.818095		0.722875		0.436868		0.521023		
    6.800000000		0.778908		0.697997		0.399738		0.497875		
    7.000000000		0.34376		0.186826		0.48242		0.3238		
    7.200000000		0.68808		0.565614		0.353971		0.400365		
    7.400000000		0.352034		0.196467		0.436363		0.266212		
    7.600000000		0.623596		0.547231		0.375673		0.411242		
    7.800000000		0.719987		0.619596		0.364312		0.430641		
    8.000000000		0.730262		0.642024		0.418023		0.495582		
    8.200000000		0.62913		0.553064		0.347325		0.369892		
    8.400000000		0.704693		0.597206		0.462085		0.498509		
    8.600000000		0.698579		0.576664		0.430381		0.458873		
    8.800000000		0.695812		0.609273		0.373567		0.433221		
    9.000000000		0.666245		0.550054		0.335475		0.374628		
    9.200000000		0.827028		0.781151		0.493548		0.600742		
    9.400000000		0.375106		0.196523		0.364708		0.188616		
    9.600000000		0.595081		0.472672		0.327712		0.30675		
    9.800000000		0.742805		0.662846		0.365052		0.457211		
   10.000000000		0.71568		0.58186		0.37208		0.388012		
   10.200000000		0.693035		0.601732		0.411809		0.420344		
   10.400000000		0.77187		0.675088		0.392306		0.474267		
   10.600000000		0.698201		0.61668		0.386088		0.452548		
   10.800000000		0.753217		0.641478		0.382754		0.448108		
   11.000000000		0.669725		0.599671		0.35942		0.445318		
   11.200000000		0.365974		0.188886		0.394439		0.226788		
   11.400000000		0.578123		0.472909		0.284431		0.271912		
   11.600000000		0.74292		0.638719		0.38073		0.420499		
   11.800000000		0.534052		0.430818		0.339217		0.331483		
   12.000000000		0.358582		0.183449		0.384268		0.212037		
   12.200000000		0.620794		0.501654		0.419991		0.373684		
   12.400000000		0.565156		0.474053		0.5039		0.464652		
   12.600000000		0.621839		0.515302		0.29452		0.322752		
   12.800000000		0.713609		0.60361		0.370741		0.407716		
   13.000000000		0.738435		0.636009		0.381419		0.428005		
   13.200000000		0.790203		0.76223		0.472878		0.565827		
   13.400000000		0.707495		0.631951		0.431667		0.468362		
   13.600000000		0.612098		0.52997		0.574101		0.51403		
   13.800000000		0.659773		0.570996		0.365712		0.383691		
   14.000000000		0.768665		0.64959		0.396156		0.489301		
   14.200000000		0.682383		0.584892		0.391231		0.439806		
   14.400000000		0.688186		0.594998		0.385752		0.41183		
   14.600000000		0.354081		0.257021		0.566582		0.417767		
   14.800000000		0.341873		0.196127		0.481838		0.32007		
   15.000000000		0.660943		0.558905		0.399595		0.432629		
   15.200000000		0.607293		0.51232		0.364874		0.370577		
   15.400000000		0.346104		0.184834		0.437825		0.284781		
   15.600000000		0.714448		0.79515		0.769756		0.8249		
   15.800000000		0.573761		0.446081		0.447182		0.352509		
   16.000000000		0.740226		0.639445		0.384578		0.466861		
   16.200000000		0.761967		0.660051		0.384004		0.453306		
   16.400000000		0.676632		0.564732		0.449559		0.430309		
   16.600000000		0.542451		0.424783		0.285652		0.285003		
   16.800000000		0.634898		0.55332		0.44208		0.428652		
   17.000000000		0.607043		0.483001		0.360019		0.337189		
   17.200000000		0.586879		0.498189		0.488437		0.465083		
   17.400000000		0.758258		0.684141		0.391197		0.484269		
   17.600000000		0.792286		0.70424		0.389952		0.457318		
   17.800000000		0.73562		0.616506		0.385704		0.406914		
   18.000000000		0.77621		0.66624		0.388692		0.454804		
   18.200000000		0.889666		0.8878		0.763505		0.79373		
   18.400000000		0.692647		0.579509		0.341011		0.376975		
   18.600000000		0.605027		0.47466		0.383475		0.353417		
   18.800000000		0.784323		0.709254		0.428381		0.501799		
   19.000000000		0.291147		0.1865		0.481296		0.338996		
   19.200000000		0.781635		0.695149		0.414712		0.501914		
   19.400000000		0.802145		0.707205		0.409879		0.498295		
   19.600000000		0.797191		0.701538		0.401595		0.480951		
   19.800000000		0.639261		0.515723		0.38339		0.409935		
   20.000000000		0.365258		0.18608		0.410388		0.243464		
   20.200000000		0.877812		0.779659		0.472136		0.575675		
   20.400000000		0.742056		0.625567		0.386965		0.442487		
   20.600000000		0.544782		0.464256		0.282517		0.322013		
   20.800000000		0.67457		0.548099		0.342527		0.345307		
   21.000000000		0.59566		0.532156		0.452354		0.45939		
   21.200000000		0.545635		0.475384		0.449992		0.415091		
   21.400000000		0.525911		0.429885		0.392158		0.352388		
   21.600000000		0.609578		0.511375		0.288706		0.334799		
   21.800000000		0.640454		0.563915		0.587099		0.516113		
   22.000000000		0.738068		0.847362		0.847466		0.898776		
   22.200000000		0.812984		0.727369		0.44606		0.516129		
   22.400000000		0.637038		0.552629		0.561786		0.520482		
   22.600000000		0.733202		0.701996		0.625973		0.657472		
   22.800000000		0.814524		0.821223		0.622377		0.7485		
   23.000000000		0.734394		0.635828		0.425532		0.453176		
   23.200000000		0.647366		0.583935		0.591902		0.5548		
   23.400000000		0.360907		0.182982		0.397384		0.224043		
   23.600000000		0.356945		0.186767		0.41808		0.242555		
   23.800000000		0.837046		0.932156		0.818504		0.908561		
   24.000000000		0.588263		0.522279		0.587745		0.535272		
   24.200000000		0.679878		0.546109		0.38213		0.403528		
   24.400000000		0.746373		0.637936		0.435843		0.498123		
   24.600000000		0.601435		0.509002		0.590578		0.50091		
   24.800000000		0.777695		0.831464		0.755048		0.842415		
   25.000000000		0.69362		0.579357		0.416463		0.44752		
   25.200000000		0.371879		0.197054		0.379558		0.200833		
   25.400000000		0.784793		0.655698		0.410508		0.442005		
   25.600000000		0.338726		0.17669		0.401231		0.258721		
   25.800000000		0.768642		0.677729		0.488349		0.545777		
   26.000000000		0.355761		0.184672		0.351089		0.183273		
   26.200000000		0.702617		0.592279		0.402374		0.43812		
   26.400000000		0.605256		0.502601		0.563503		0.498984		
   26.600000000		0.779047		0.675296		0.51565		0.533023		
   26.800000000		0.422929		0.247139		0.369979		0.21857		
   27.000000000		0.725644		0.651863		0.507148		0.544205		
   27.200000000		0.62463		0.520549		0.348921		0.369325		
   27.400000000		0.661593		0.535534		0.36094		0.390908		
   27.600000000		0.68536		0.587989		0.401669		0.425187		
   27.800000000		0.371185		0.196301		0.380511		0.206831		
   28.000000000		0.71466		0.585951		0.452079		0.399713		
   28.200000000		0.552604		0.442916		0.401615		0.356818		
   28.400000000		0.393716		0.230261		0.365921		0.193702		
   28.600000000		0.679093		0.557103		0.510007		0.420561		
   28.800000000		0.59952		0.500197		0.562189		0.500703		
   29.000000000		0.402835		0.233409		0.360485		0.19218		
   29.200000000		0.500366		0.451978		0.41406		0.412474		
   29.400000000		0.384837		0.207231		0.356247		0.189126		
   29.600000000		0.646158		0.570833		0.59663		0.531586		
   29.800000000		0.518121		0.445474		0.455376		0.410327		
   30.000000000		0.368418		0.191062		0.373882		0.199686		
   30.200000000		0.757865		0.685788		0.5117		0.550082		
   30.400000000		0.371544		0.208477		0.417902		0.242228		
   30.600000000		0.390627		0.218306		0.359144		0.186322		
   30.800000000		0.602246		0.524998		0.345341		0.396688		
