This file contains the TI integral evaluated using the first n% of the data.
dH/d(lamda) values used to compute the integral where averaged over 3 random seeds.
Percent	dHdl	dVdl
10.0%	242.63
20.0%	242.43
30.0%	242.63
40.0%	242.17
50.0%	241.57
60.0%	241.29
70.0%	241.39
80.0%	241.45
90.0%	241.38
100.0%	241.3
