time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	306.52303	0	-2054.56665	-2054.56665	-1841.16873	223724.688	12868.6812	335882.415	246377.466	43116.9173
2	299.77681	0	-1918.1805	145965.585	-2006.3205	555.179462	1060.49872	553662.711	1757.403	3190.20788
4	304.029754	0	-2036.51204	1566158010000.0	981953.348	-142.50881	-1822.57204	238056.361	29287.0677	1469.37677
6	301.414372	0	-1987.02508	332352.206	17289807500.0	-1917.22508	13667914.0	10756335.0	865374234000.0	42233413.9
8	300.899435	0	-1994.63536	33400.4468	76583.7376	5380.72512	1177320.03	3803434.17	39690960.4	-1849.20536
10	297.151348	0	-2014.75407	139866.169	468.099237	-1516.86057	17360.7496	1906250.79	14579710600.0	-1869.32407
12	296.026494	0	-1966.84412	125933.883	28163848.8	-1897.04411	2913581170.0	130874998000.0	6520656280.0	187471.307
14	295.311332	0	-1971.1867	26135.1387	808003.256	-1901.38669	786363838.0	104131720.0	334858037000.0	60126.6343
16	299.272572	0	-1989.43976	15298375.1	138151017.0	-1919.63975	5957588.37	5353907.61	55023768600.0	6376391090.0
18	301.743197	0	-1967.89948	-1967.89948	-457.290698	-1733.7351	-723.155267	4522.69676	80069047.7	6294.70418
20	298.139274	0	-1893.26515	-1893.26515	1408.96668	-1426.13084	5564.21396	444.937729	165699.284	850445854.0
22	301.320937	0	-1949.11908	-1949.11908	-451.056338	-1211.79686	1925.01323	239734.753	1152895.09	7478.68527
24	299.575704	0	-1971.96205	367141.934	3986933.88	-1902.16205	61496949.2	6731457890.0	3307281920.0	5028352410.0
26	295.216254	0	-1930.31923	4241533.01	-2018.45923	183802.547	2480.76829	45923166300.0	2769385170.0	27430.3402
28	299.768578	0	-1993.83652	7189654.64	420970.557	-1924.03652	5410105820.0	121690621.0	5336534.1	9952396100.0
30	301.727424	0	-1936.37084	33523.6405	586221373000.0	-1866.57083	12732139.4	6757.20164	21864369100.0	25205223900.0
32	296.194252	0	-1992.04312	24761.8904	1260046310.0	-1922.24311	20797582.4	171421214.0	168093349.0	3762395270.0
34	297.859092	0	-2014.17969	62.3568304	-1262.70751	-1545.62001	-1800.23969	48830809600.0	63965819100.0	59976898.2
36	297.689886	0	-1994.74252	163286.856	122317275.0	-1924.94251	68199328800.0	3834995490.0	12046541300.0	17960920.9
38	298.705063	0	-2009.94599	406461122000.0	343546.729	-1940.14599	5165409970000.0	111360182.0	4853797010000.0	1824731250.0
40	300.335427	0	-2003.93175	15762.5885	102998.867	-1934.13175	40461.9228	163670.483	111604047.0	2753773.57
42	297.96765	0	-1969.68278	3903157.8	892859.438	-1899.88278	1093875650000.0	279098084000000.0	7315659500.0	58179207600.0
44	295.180446	0	-2027.95039	975381.802	-1196.99863	-1665.62385	-1814.01038	-2131.48713	37181.2137	158835.6
46	291.232954	0	-2009.92462	1331800.43	3834258.88	-1940.12462	3117946.74	1606680260.0	4096843950.0	1798523660.0
48	294.473104	0	-1956.74693	17428.832	825509822000.0	-1886.94692	366495.646	829335461.0	4081163120.0	14349570.2
50	293.411698	0	-1939.40061	233600.537	19924717000.0	-1869.6006	151498.72	605791.824	103147362000.0	5429707170.0
52	300.645123	0	-1939.55683	629655899.0	-1176.36774	-1869.75683	9804680940000.0	365210289.0	11811982700000.0	3045592710000000.0
54	294.801128	0	-1988.44943	313429.075	735457482.0	-1918.64943	213934880.0	3602777420.0	16787981.3	938864864.0
56	300.005233	0	-2008.40615	31728.9917	27605234.7	-1938.60615	2826540200.0	5149703.5	241486760.0	2527589340.0
58	297.58752	0	-1979.40321	3204.2068	8440.55517	7325.48414	-1765.46321	-194.78323	3911958.29	2707.28238
60	296.856132	0	-2001.52754	137992.201	20720050.2	-1931.72754	231182.188	1466361830.0	6320746740.0	10150696800.0
62	298.852446	0	-2005.67283	29956.0764	3587.3849	1256.61897	-1791.73283	32277384.7	23694702.0	26419422.2
64	301.174957	0	-2001.76444	12690034.4	88039.3424	1810807.14	-1787.82444	12437.8444	5297.53092	5100.41756
66	296.978799	0	-1927.12704	719109.984	861.921934	49018.5575	-1713.18704	25865.2902	52479.7691	14430.4534
68	299.386938	0	-1997.58037	5222.56711	183055.508	154196.642	-1783.64037	400400.227	490480518.0	47153.1658
70	295.459098	0	-2016.02247	24815.5149	1813920.05	541085.012	871738.26	14074.0743	65224429.8	-1870.59248
72	297.852396	0	-2048.51858	125931.124	18726.9221	12171.4629	-1834.57858	23937.2951	163707.126	6685606.79
74	301.449403	0	-2028.51118	1697233.88	6212058990.0	-1958.71118	20967163000.0	1787881450000.0	2598027220.0	35573484800.0
76	304.68197	0	-2024.27225	26592388.8	1496961.85	-1954.47224	96572521.6	27998069100.0	1752729220000000.0	252564807.0
78	298.288516	0	-1982.54348	4020.63931	158605.217	25724.4506	30764902300.0	450671.403	3878022820000.0	-1837.11349
80	294.231286	0	-2076.39727	22303.6053	136790.554	-2006.59727	24117706.8	425889.799	14203803.0	1657669410000.0
82	299.003692	0	-2053.61729	967362.657	1984912.07	11025294.8	4469069150000.0	8300.34075	195598476000.0	-1908.18729
84	300.617344	0	-1964.83624	57145.3556	17055157400.0	603005285.0	124187390.0	788122.432	379687824000000.0	-1819.40624
86	299.126824	0	-1983.22306	106694.123	24798.3331	-1913.42306	597989481000.0	1090217410.0	1742278270.0	2297066610.0
88	298.263402	0	-1999.60498	563.572971	831698.031	-1929.80498	7011.57531	1891659000.0	803690976.0	1798467760000.0
90	294.126039	0	-1973.05708	19562.9809	22256547300.0	-1903.25708	81612295.8	4171559320000.0	15992362400.0	1038229.94
92	297.351333	0	-2066.47147	66131.8741	337423392.0	687712.637	-1852.53147	59635.5287	-1105.65674	5452796.64
94	300.698864	0	-2009.00656	2093742600000.0	51505.6922	82892.7119	133799.371	7410456.77	53188301.2	-1863.57657
96	298.453092	0	-1960.32408	1147683920.0	10329806300.0	-1890.52408	1130050.52	27746964300.0	15969104.8	154668851.0
98	293.926828	0	-2060.38826	1150618.0	3270069.31	-1990.58826	5135403.78	43533746100000.0	155585286000.0	139548.003
100	292.277625	0	-2024.16372	21301.9667	43115623.7	-1954.36372	1381911.27	8174559.5	43214864.1	14222306.0
102	301.025634	0	-1966.30844	60676471.2	-330.360771	2778.79338	-1752.36844	903.378915	1415158.74	-824.89396
104	301.63003	0	-2038.97851	10041844.6	3676812650.0	-1969.1785	1672329.72	2477433850000.0	346726604.0	65704990.8
106	299.692182	0	-2033.5802	3234002.88	75162.7231	-1963.78019	2410537.55	60712809.8	1234694.61	117324792.0
108	296.050145	0	-2033.52732	40254.9783	957173504.0	-1963.72732	12681322900000.0	123682197.0	21433230300.0	3.11170863e+18
110	301.538944	0	-2002.05092	25047.2175	1449294.07	-306.62947	-1788.11091	89800155200.0	1531538900.0	20692503.5
112	290.889019	0	-2031.22206	4808.36891	33073.2714	-1961.42206	134558.913	4855720560.0	86993159.4	2744.96738
114	294.51065	0	-2022.38597	43770.6652	932827.459	-1952.58597	15418.1597	97903419.2	7071076.3	1488927020000.0
116	297.08204	0	-2020.12456	10880.9045	203454.864	3711.4849	-1806.18456	1275023.91	113736167.0	18542009.0
118	295.013155	0	-1953.10553	1544.05976	6216.50197	-1883.30553	-661.658603	1663034.3	21986.1846	5356.96651
120	302.842343	0	-2031.85872	3754626.58	2816568.92	186753.344	-1817.91872	4278033.48	31539685.9	254870.495
122	295.806969	0	-2045.05507	33458.8202	2665673.58	-1975.25507	3734146.15	820040896.0	151698392.0	55418752.1
124	298.632291	0	-2010.17243	2537337.31	10425639600.0	-930.747105	-1796.23243	11593241000.0	161473593.0	268166442.0
126	297.323542	0	-1989.39868	207783.793	35505.3446	-1100.82771	-1775.45868	-1055.91109	4001158370.0	126188.143
128	293.741302	0	-2021.72471	12987.0967	10684.7434	-1951.92471	95156.1924	74460.7577	17694271400.0	992068.458
130	293.133091	0	-1991.98811	17887.1322	47121411.2	-1922.18811	510858166.0	292192984.0	697251549.0	145792.251
132	297.860931	0	-1957.23708	1050992.2	17901.2721	3964.0059	-1743.29707	52077684.5	14706290.3	83159657.3
134	299.212421	0	-1918.30721	57206.3661	113670429.0	-1848.5072	2850659960.0	746334869.0	1309297030.0	2233498960.0
136	298.71672	0	-1911.19802	388169.686	31877416.2	5112.93999	-1697.25802	33710773.9	66647011.8	21174172.8
138	296.620756	0	-1993.58195	5446.53309	49007.9101	-1923.78195	1637948290.0	461499491.0	10470891600.0	3618053.68
