time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	316.098806	0	-2054.56665	-2054.56665	-1841.16873	223724.688	12868.6812	335882.415	246377.466	43116.9173
2	299.246676	0	-2023.06404	8114.12831	-1566.06912	-1663.39548	8601.23698	-2262.92405	14404.1021	542789.471
4	296.073474	0	-2065.47128	14457.82	465456.885	-1499.45209	-1851.53128	5378.64099	4281992680.0	-128.492636
6	293.749896	0	-2048.30641	358962.981	2240.71837	8565.68754	-1834.3664	-1503.6738	25352999.2	707.356333
8	294.705619	0	-1964.29766	157004.647	92433.2225	-1894.49766	793654.091	30781047.5	913213896000000.0	5151008.42
10	296.354875	0	-1999.20665	312153.994	2447.09137	45910.6772	9201.70235	5329062.52	161902043000.0	-1853.77666
12	297.328118	0	-1979.18267	486394.606	31190.1296	-1909.38267	19919243.9	619720520.0	15995821800.0	288486.829
14	299.758144	0	-1970.83776	7369.34491	9382.23582	-1189.92095	-1756.89776	7282.64018	24612.5256	14348.2231
16	297.981382	0	-2004.2185	14432.2748	-1816.1529	-1587.31533	-1790.2785	-83.2881989	250.795694	198012.974
18	300.456866	0	-2074.16424	53324.1223	-2162.30424	119076381.0	1469385220.0	2617777940.0	85992245.9	72602068.0
20	301.159685	0	-2045.01737	-238.515213	2315267.66	12767907.0	4878302.93	6640496.25	13514656.1	-1899.58738
22	297.555779	0	-2045.25437	1045705.88	-2133.39436	4612159.69	5345621110.0	5245385800.0	146790952000.0	2472762260000.0
24	300.917265	0	-2011.27159	492136.054	3780.73578	59345.939	11842.6451	214196.967	311522.729	-1865.8416
26	301.982815	0	-2025.93885	18685.8082	70598.855	20668561.5	-1811.99885	23677451.1	183888883000.0	46017439800.0
28	298.495648	0	-1986.2949	2794.25242	-76.7562235	2714.0898	-1772.3549	-2007.86523	192116889.0	704140619.0
30	295.836934	0	-2000.48927	9830295.62	74143.9955	-377.370663	-1786.54927	447787894.0	253579.81	1129.82158
32	300.779223	0	-2017.99524	82820.4252	1257096210.0	-1948.19524	1323994.15	22415667300000.0	11861217900000.0	193751.883
34	297.86742	0	-1983.35233	2182743.76	82445115.9	-1913.55233	230541253.0	12731925.2	596331684.0	49797333.8
36	299.322535	0	-1973.46276	26854.2717	1703047440.0	-1903.66276	32488077500.0	8113000.81	437333379.0	88113993.0
38	298.611378	0	-1963.47931	21078.5978	298.876687	-1245.81946	-1749.53931	269742823.0	2355010.84	229788.426
40	298.100309	0	-2032.31938	65719.5595	718049746.0	-1962.51937	5134229350000.0	18376360.8	102865655.0	2170993090.0
42	295.114196	0	-1982.84592	44633.4187	4823600.22	-1913.04592	2036402.32	20838712.5	918002.679	8484079980.0
44	296.813896	0	-2003.5637	1.09796604e+16	404.971818	-1488.28761	-1789.6237	1012.2273	27251.4316	-586.175364
46	294.713022	0	-2053.61193	702584.789	3353820.19	-1983.81192	10265718000.0	2440952390.0	24829759.3	2575181.32
48	291.421931	0	-1944.77639	573724.465	7959638630.0	-1874.97638	258560.611	5269800900000000.0	9604264440000.0	19155388.2
