time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	317.008263	0	-2054.56665	-2054.56665	-1841.16873	223724.688	12868.6812	335882.415	246377.466	43116.9173
2	301.032712	0	-1992.95235	745427.336	-2081.09235	4723414.06	1361628.29	4039.85624	38095.4189	5408.30594
4	299.187408	0	-1989.35803	27288787.1	2992.45645	139075.103	-1775.41802	1134197.68	28369150.5	10684.0563
6	295.00475	0	-2080.47964	3363.74868	67880.0443	-706.611241	-1866.53964	118742.462	1.68245189e+18	171205.225
8	296.878956	0	-2021.83011	786967.212	289642.475	283805.424	3659997.42	450698.256	15055891.7	-1876.40012
10	293.825009	0	-2062.70707	146514935.0	1382499.69	-1992.90707	1131210.09	2284176.05	1089868580.0	273269.634
12	296.178313	0	-2041.35523	17127.6787	-1550.17647	13792.2807	-1827.41523	1195.46405	280110.44	13703.7966
14	296.012922	0	-2043.60492	23634.6242	293.836016	13211.9703	-1829.66491	52967929.0	15244954.0	1522689.48
16	301.980204	0	-1922.84616	23477.6782	5810.73835	16053.297	130194.306	31070.8295	18259348.8	-1777.41617
18	290.019043	0	-2008.62968	1067375730.0	5719142580.0	-1938.82968	67419807.2	996698.29	2924676540000.0	54228517800.0
20	299.707327	0	-2024.20516	13567.4793	12452.4041	-1954.40515	5565595.78	5938661.9	12589513.5	5590599.38
22	297.891041	0	-2001.20885	4269.65438	2723128.0	-1931.40885	241342.078	13934230.3	172741625000.0	662114371.0
24	296.150116	0	-1998.02744	358506767.0	14200978.0	-1928.22743	212895.117	12761237300.0	1794396460.0	74942322.1
26	294.73978	0	-2021.03499	232165.228	56.6753741	4191.6721	10329.7426	2014636.05	1918960.84	-1875.60499
28	292.874641	0	-2010.59305	43617.0797	221450642.0	-1940.79304	583379186.0	397939932000.0	959001048.0	310925379000000.0
30	301.9329	0	-1993.51979	179090.5	695907.095	-1923.71979	366914.106	39304764.9	45373715.4	79635629.8
32	300.744857	0	-1993.26218	8177.91251	-2081.40218	157518417.0	3363255.05	5179496650.0	2810428930.0	1191337.19
34	297.059755	0	-1994.24768	63498613900.0	91799.9521	2177.12266	4323643.28	25935048.7	112849312.0	-1848.81769
36	297.984831	0	-2027.51941	1814.23215	146557331000.0	-1957.71941	8584868.39	12177469.9	7133840950.0	588659236000.0
38	292.209206	0	-1943.71225	152553472.0	416120.814	-1873.91224	5009982.5	120765416.0	111884712000000.0	2891007.85
40	300.730657	0	-2062.54842	418164.548	-2150.68842	23556085.3	560600449.0	272531295000.0	865794759.0	623461046000000.0
42	298.547028	0	-1974.18474	171454.564	3887495.62	-1904.38473	38452530900.0	436309297000.0	8321251.8	719150101.0
44	300.274837	0	-2008.4317	28015.1944	-257.282944	-1938.6317	657953.516	1262674990.0	33593156200.0	205486426.0
46	300.274995	0	-1971.14281	65319.9529	371440398.0	-1901.3428	301989809000000.0	34019799.9	8580993120.0	19901.4943
48	299.256464	0	-2042.11622	14793515.9	6437.68965	-1972.31622	201071787.0	306914620000.0	40916768400.0	17394582.8
50	294.891472	0	-1970.45295	41448.5722	946339.914	-1900.65295	120039636.0	1804212630000.0	299515.27	8919851370.0
52	300.730751	0	-1965.66129	4611012.26	10196.6615	1089848.17	177694.026	180064.777	461374.323	-1820.2313
54	292.811358	0	-1960.49777	22396.5506	42573195.2	-1890.69777	241774.906	2266825.26	14600629.3	13077154.0
56	300.682413	0	-2031.32893	205049.017	-2119.46893	286608.431	52134384.7	1477449480.0	5850877070.0	140915675.0
58	297.028881	0	-1997.80005	3162.54776	7681487900.0	-1928.00005	1983300.82	4888523090000.0	13168286700.0	82128532.5
60	297.319325	0	-2017.29408	1453598.66	37336868.5	-1947.49407	686628033.0	21470215.5	19414625900.0	135591571.0
62	298.903893	0	-2070.98196	39113952400.0	749061.311	129157.183	75970.6377	19886151.1	9765096.22	-1925.55197
64	296.909439	0	-2010.78899	36047810300000.0	26427.6289	-1940.98899	462281.838	3571898.15	2145375540.0	310597.096
66	294.129766	0	-1960.42329	58761.9452	23009.8587	1638027190000000.0	337449.961	845886717.0	3099774800.0	-1814.9933
68	298.114644	0	-1926.32202	14557.7242	1237984180.0	-1856.52202	89706646200.0	47341962.4	399210016.0	1137435.61
70	296.430988	0	-1976.39883	-1976.39883	240914.835	101079.364	22105.9238	4939456.14	699980.199	1314933.92
72	301.749954	0	-1981.25231	57843.6488	-2069.39231	6908237.82	295282725.0	31766.0338	1582955490.0	41282584.3
74	293.211387	0	-1954.95452	882623.153	-48.1106322	-1885.15452	8028853.36	68802485.6	220696306.0	690514342000.0
76	296.084398	0	-1984.04548	-1984.04548	1948.32402	5316.4911	896023.888	2112515010.0	1535803.16	1239139.5
78	300.067882	0	-2050.93534	-2050.93534	5769.79469	16265843.7	303044.648	756851986.0	11435.1166	32407000.0
80	297.562654	0	-1968.32738	-907.487464	580.726146	1341725.88	5358.54878	150217.176	-1974.44738	733524246.0
82	295.067051	0	-2012.73288	-2012.73288	294579.28	-1110.83542	3173.41377	382131.469	243431.938	13019.1065
84	295.758713	0	-1999.59467	17832074.6	10324080.9	-1929.79467	2095733570.0	2773764.28	367873300.0	334908493.0
86	297.928154	0	-1984.75775	7159.86872	23217387100.0	-1914.95775	23131.9702	312690870000000.0	177640129000.0	21979372100.0
88	294.234662	0	-1982.98679	617669.623	1557.28045	11584.0848	-1769.04679	837.565241	1929205.65	2063.27467
90	293.752853	0	-1983.89965	159537180.0	34077305.3	10989.519	34055494.2	381738545000.0	14506404200.0	-1838.46966
92	300.350201	0	-1987.03587	7778317.24	62226075100.0	-1917.23586	4278419.25	255531.36	32459442.8	5820571.34
94	299.346671	0	-2012.59113	107688.221	497078.04	85265.1925	15243923.2	18579971.5	290720243.0	-1867.16114
96	300.560875	0	-2001.79578	32151.895	2155078.67	23381.2575	5142589.42	366665.335	120931667.0	-1856.36579
98	296.007101	0	-2004.35256	60370.9742	-1418.32896	-1934.55256	178926.393	4436991130.0	1796432.38	3601.97091
100	293.531098	0	-2024.45195	380197.01	5976567110.0	-1954.65194	1140009.81	17222629.2	207822487000000.0	1757506640.0
102	297.988851	0	-2007.52481	505942.199	238671.11	-1937.72481	5606554300.0	150846842.0	27201313.7	3770165.41
104	295.786808	0	-2021.85224	14248.4208	84097614.8	950804.354	-1807.91223	96641214.5	493899.19	75826652100.0
106	295.452694	0	-1963.72385	1749472.9	-2051.86385	3034.72865	2270.60477	5749.48674	14868.5326	1383428.1
108	294.811837	0	-2019.26963	13326.3845	24186561.2	-1949.46962	483842.33	312033.565	533148746.0	8858257.22
110	294.664816	0	-1977.239	172044.43	10963.0727	-1907.439	340109287.0	156784861000.0	212340762000.0	49929490.2
112	296.009116	0	-2029.99744	831586.34	-2118.13744	913.210462	9470.79464	10769953.7	19256114200.0	4770752.04
114	301.474269	0	-1991.20058	23637.068	-2079.34058	-845.040102	73188.4272	20660.2323	6745.80622	16469977.3
116	294.837161	0	-1999.97732	50969.8818	2059501.38	-1930.17732	5233794.74	140111902000.0	2131655360.0	1830255.69
118	294.624038	0	-2017.4967	1731328060.0	20297446.1	-1947.69669	1284262.09	6927490.25	1212769190.0	994582279.0
120	300.116099	0	-1994.00917	2744747.37	320404.344	-1924.20917	1679094.11	230611764.0	777085961.0	39870150.8
122	297.039737	0	-1899.13845	10344847.9	12126.3453	-1829.33844	388.146629	-1493.5175	50501.745	359222.673
124	296.980793	0	-2002.27479	8693.42563	47121905700000.0	-1932.47479	35840542.0	67577658.9	9164258790.0	131158431.0
