time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7
0	321.663917	0	-2054.56665	-2054.56665	-1841.16873	223724.688	12868.6812	335882.415	246377.466	43116.9173
2	305.04681	0	-2005.14309	1852.87887	3802.10458	-1935.34308	4386541770.0	134246345.0	207062185.0	281499664.0
4	294.317255	0	-2102.68541	23848219.4	76251.3994	64186.9522	46889.6027	17860531.8	5614953.79	-1957.25542
6	302.620445	0	-2066.85073	8107.80684	1810.02355	13178.0234	-1852.91072	1030.02949	7657.40161	20956.5556
8	295.70915	0	-1997.01585	554079.36	9519213.9	-1927.21584	35424141800.0	200355183.0	16612809.4	429833757.0
10	299.658002	0	-1965.026	5959.39574	22394.7719	-1895.22599	89227.7073	67891.4112	20864371200.0	4380686110.0
12	295.793478	0	-2041.02654	34726.5473	15295464400000.0	-1971.22654	8641462.47	9530070.37	435934474.0	119533656.0
14	292.765127	0	-2019.76471	52353.5049	-366.402877	908247.639	280921.573	592111504.0	411258.452	-1874.33472
16	301.151182	0	-2054.78939	146116.134	387467078.0	-1984.98939	40172095.5	40961438700.0	389153294.0	227101.931
18	299.617318	0	-1975.84472	38622.0542	7582.71581	104425.166	-1761.90472	528805.635	-1229.06919	156973.599
20	293.617398	0	-1990.16377	54372.7552	497578.37	-1920.36377	518456.805	42773944900.0	2684052990.0	41191684.2
22	300.510422	0	-2018.22491	161041.767	7186.06981	-1948.4249	3653281.68	4090952670000.0	654042735.0	75399636800.0
24	299.558596	0	-2083.21103	-106.328499	68195.2569	-1536.3001	-1869.27103	379975.381	3238880.24	2479.46396
26	301.486512	0	-2028.54868	1046855.35	5461293170.0	-1958.74867	8073938.5	8023702640.0	143888554.0	6238192.26
28	299.036003	0	-1987.20193	83508.1995	97086.0838	-1917.40192	320038736.0	1093008.97	18552448200.0	216172941.0
30	298.289722	0	-2008.63966	6980.68528	10477392700.0	-1938.83966	2182586440.0	46874035100.0	347451675.0	493651.61
32	297.027891	0	-1991.10649	77385.2826	949840.687	-1921.30649	123796419000.0	98128356.6	605889428.0	3198115.09
34	294.605478	0	-1942.26699	24132.4439	18045.8391	-1872.46698	116367388.0	16022324600.0	151030183.0	40723609500.0
36	298.347386	0	-1974.99139	20542085.8	635048298.0	-1905.19138	29700872.1	10580092.1	56285012400.0	210640841.0
38	294.520733	0	-1912.05134	-1912.05134	1287897.3	21224.8497	437975.83	4066556.23	9471337730.0	44491.4528
40	302.03359	0	-2051.70489	557831.893	10375.7114	-1981.90488	651903367000000.0	23203253.4	34583713.1	210603.863
42	294.666857	0	-1987.77023	82905.9191	153749567000.0	-1917.97023	46736079.5	428720383.0	14931428900.0	115590579000000.0
