    0.000000000		58.4402		12.4927		162.699		23.0972		-20.7801		4.75661		-172.788		
    2.000000000		16.1056		26.552		48.1682		57.9608		25.4308		34.0201		-329.538		
    4.000000000		-14.0827		-10.0645		-11.0082		30.609		64.6795		24.8198		-342.484		
    6.000000000		10.2415		35.9601		16.9009		6.14775		12.4155		2.80789		-342.98		
    8.000000000		9.36886		9.87517		7.57233		16.3431		40.1171		14.6087		-360.118		
   10.000000000		39.8281		50.4242		29.1571		30.0857		58.1234		7.56614		-356.07		
   12.000000000		19.6823		22.4611		32.076		20.7387		58.2754		17.748		-369.904		
   14.000000000		-16.7258		-10.2865		-3.17508		2.65464		49.5515		-9.88909		-369.767		
   16.000000000		-16.7852		-9.6858		2.58349		39.1215		60.0861		21.5982		-366.731		
   18.000000000		1.80555		1.67484		-8.98264		7.62479		49.855		26.9911		-375.435		
   20.000000000		13.3813		5.53288		36.3155		3.02196		-8.35868		-2.75467		-374.445		
   22.000000000		11.0832		5.36627		38.5605		46.3488		62.6256		31.8781		-323.467		
   24.000000000		165.81		-173.788		183.403		177.285		165.497		117.553		-200.351		
   26.000000000		6.01504		3.13307		27.5551		34.1141		15.047		12.1451		-365.34		
   28.000000000		6.96015		56.0553		32.7612		19.8059		5.94868		-4.08169		-369.544		
   30.000000000		45.422		8.57653		27.6178		-1.67483		-3.27285		-11.2858		-374.952		
   32.000000000		45.359		17.4069		0.162883		14.8839		28.2424		6.8085		-341.963		
   34.000000000		28.2112		35.7426		23.6045		7.1631		2.32626		2.43249		-381.116		
   36.000000000		25.3891		9.5729		18.4576		44.4315		1.85108		-10.1073		-375.513		
   38.000000000		0.676256		-18.0266		1.83872		42.5141		53.1135		19.2974		-366.094		
   40.000000000		46.9687		28.9847		7.48226		7.78581		21.6564		-7.36021		-371.89		
   42.000000000		3.86134		19.093		36.0636		11.6909		10.5097		-12.091		-374.591		
   44.000000000		6.71083		20.0027		33.4261		24.4439		46.642		25.9184		-355.425		
   46.000000000		-24.3787		-21.0809		14.044		10.4941		51.2446		16.597		-344.067		
   48.000000000		20.2367		20.3378		35.2831		18.1174		10.3741		-4.60424		-351.767		
   50.000000000		176.203		179.103		169.847		163.841		161.304		98.6921		-257.342		
   52.000000000		7.59713		31.9183		19.5412		10.4325		340.452		-20.9716		-373.405		
   54.000000000		13.6895		31.6956		36.2711		7.13504		369.708		26.9209		-349.961		
   56.000000000		30.3621		34.4279		33.5624		29.9155		383.774		8.58402		-339.742		
   58.000000000		41.8078		54.5707		19.0566		24.6728		385.063		26.5687		-331.228		
   60.000000000		183.546		194.832		166.441		180.979		534.33		117.441		-234.142		
   62.000000000		14.1635		56.242		14.4065		10.1115		379.816		21.5327		-346.038		
   64.000000000		-20.1771		-8.47974		21.3385		10.5775		411.171		14.3542		-357.903		
   66.000000000		12.0926		7.21706		26.0378		32.0043		375.787		2.61573		-364.105		
   68.000000000		19.426		8.13383		2.11735		44.626		402.765		29.0797		-360.029		
   70.000000000		12.155		-1.86563		10.501		43.2615		359.561		-23.1541		-396.089		
   72.000000000		-26.3666		4.02525		14.1154		64.3092		373.555		9.17494		-394.98		
   74.000000000		-1.18665		-0.905274		-12.72		-2.4188		415.674		13.1318		-337.825		
   76.000000000		36.6237		5.13017		2.1227		12.7171		419.106		25.3757		-321.434		
   78.000000000		3.16616		6.31886		15.712		17.2017		408.849		27.8361		-345.406		
   80.000000000		14.355		13.8235		4.94836		45.0024		418.126		9.51396		-341.925		
   82.000000000		0.575212		5.48973		20.4226		48.9902		376.764		-2.05244		-372.772		
   84.000000000		25.1937		6.87416		27.9783		16.9225		364.107		29.556		-318.136		
   86.000000000		-0.423245		13.5275		25.7591		7.65196		411.771		37.8875		-356.151		
   88.000000000		171.792		174.931		169.1		166.186		498.33		120.36		-217.272		
   90.000000000		13.947		24.3513		12.6554		4.11912		370.066		-1.73121		-360.494		
   92.000000000		-2.8198		0.0820873		31.6021		18.1948		369.363		3.54282		-364.137		
   94.000000000		40.8455		25.6555		-8.78369		-3.38118		359.405		-0.33468		-349.932		
   96.000000000		31.4661		28.2299		23.0559		-4.11253		355.046		8.49543		-364.298		
   98.000000000		36.7769		20.1618		6.04134		11.6604		380.407		11.0883		-342.658		
  100.000000000		-2.08494		15.4221		8.17563		10.2745		412.15		5.93222		-343.916		
