    0.000000000		58.4402		12.4927		162.699		23.0972		-20.7801		4.75661		-172.788		
    2.000000000		177.75		-14.5679		11.4732		190.4		-26.3046		74.6194		-187.971		
    4.000000000		16.8351		67.5446		158.545		346.167		3.12437		-4.45085		-351.351		
    6.000000000		26.594		110.105		183.479		363.313		-4.72814		-29.3629		-349.871		
    8.000000000		22.3058		79.9704		194.334		333.54		-1.62126		9.83308		-371.76		
   10.000000000		-31.5633		91.8689		191.293		365.755		-40.9042		-8.41331		-356.922		
   12.000000000		9.97371		86.4096		155.887		327.494		12.4833		-3.03442		-379.128		
   14.000000000		4.96503		9.72076		-7.80275		164.164		169.622		-34.0206		-289.447		
   16.000000000		170.682		-27.1297		20.3299		164.143		-6.45847		91.5906		-209.857		
   18.000000000		320.122		8.53616		-3.22206		174.405		171.476		11.4507		-289.037		
   20.000000000		192.202		32.9751		10.1286		-0.593783		75.8873		-2.76481		-341.773		
   22.000000000		369.928		62.6199		187.034		21.3599		-6.43248		9.12953		-326.051		
   24.000000000		402.583		-23.469		358.624		140.845		166.638		-11.086		-250.67		
   26.000000000		330.048		93.6778		536.178		19.0096		336.451		4.25611		-348.299		
   28.000000000		345.247		79.2986		556.439		12.7825		342.201		0.274748		-339.802		
   30.000000000		394.817		71.5861		550.997		-40.8973		368.003		21.3422		-362.02		
   32.000000000		373.321		69.6516		545.818		5.84998		332.696		-11.1248		-330.368		
   34.000000000		349.151		67.6854		537.33		28.3934		373.762		-0.517334		-327.74		
   36.000000000		359.918		76.4102		537.028		-135.331		343.36		-5.9278		-355.017		
   38.000000000		352.295		67.3362		532.714		-27.7069		352.441		-21.0224		-356.547		
   40.000000000		192.657		54.8696		371.306		-198.247		354.156		-200.213		-203.059		
   42.000000000		35.6187		10.0805		344.627		-374.715		368.403		-337.092		-353.25		
   44.000000000		45.5449		2.74592		189.138		-360.003		353.934		-330.783		-208.587		
   46.000000000		171.96		11.5204		20.6239		-523.971		364.628		-277.923		-184.855		
   48.000000000		344.862		79.6446		178.631		-352.665		358.573		-315.44		-8.87217		
   50.000000000		430.987		20.0686		347.776		-416.443		363.619		-345.001		-7.57045		
   52.000000000		363.932		88.9796		173.121		-523.764		364.664		-385.102		2.45905		
   54.000000000		448.259		-20.7216		164.605		-378.981		352.888		-233.63		-170.763		
   56.000000000		362.186		51.7537		178.164		-367.077		369.454		-316.912		-332.3		
   58.000000000		505.728		5.86876		9.81786		-532.21		539.854		-359.81		-289.184		
   60.000000000		425.564		20.1246		-5.46632		-690.499		520.432		-358.529		-370.149		
   62.000000000		399.943		191.707		-167.725		-744.381		382.518		-520.118		-192.295		
   64.000000000		432.194		358.931		-14.9266		-575.319		370.33		-371.746		-344.173		
   66.000000000		365.84		425.135		134.296		-495.296		369.588		-374.283		-359.336		
   68.000000000		207.425		341.509		166.045		-347.626		507.76		-261.847		-516.423		
   70.000000000		52.2847		192.492		165.282		-317.532		353.989		-178.85		-558.859		
   72.000000000		41.0449		180.57		160.778		-346.88		339.483		-175.936		-586.685		
   74.000000000		56.6356		359.17		8.17749		-179.63		351.477		-24.3752		-698.92		
   76.000000000		-20.2927		408.544		160.77		-180.65		361.991		10.7734		-740.773		
   78.000000000		10.0358		361.885		6.83151		-178.913		515.626		-23.876		-660.722		
   80.000000000		-154.206		444.526		45.41		-331.864		373.24		17.965		-726.696		
   82.000000000		-7.61947		342.982		-16.9265		-500.31		524.274		21.828		-658.58		
   84.000000000		6.81032		427.875		-150.544		-534.558		380.699		-4.57001		-707.509		
   86.000000000		-14.2208		348.001		1.19725		-552.88		478.671		-12.5291		-663.471		
   88.000000000		89.4219		196.799		169.022		-706.241		375.957		-162.202		-540.326		
   90.000000000		10.7619		69.4707		164.97		-562.287		360.018		3.74293		-718.893		
   92.000000000		-8.97785		-24.8931		14.7522		-532.768		520.909		6.34934		-626.305		
   94.000000000		39.038		-153.921		-141.065		-371.286		366.646		172.311		-548.619		
   96.000000000		22.0177		-163.346		-144.336		-362.433		345.505		145.792		-550.07		
   98.000000000		-9.70227		-28.6133		-14.406		-186.357		202.693		-30.3771		-661.903		
  100.000000000		-6.95481		71.5515		159.663		-183.773		346.195		-10.4371		-721.036		
  102.000000000		71.3276		194.85		175.247		-349.2		311.584		-179.886		-559.356		
  104.000000000		198.172		81.3348		6.5032		-511.902		369.808		-190.709		-577.619		
  106.000000000		179.595		71.6228		-20.828		-538.641		346.638		-176.006		-569.54		
  108.000000000		42.2832		186.861		146.836		-711.683		380.503		-188.055		-559.986		
  110.000000000		1.03414		313.47		160.05		-539.997		355.174		-366.814		-655.966		
  112.000000000		9.8627		343.188		154.86		-531.815		350.232		-338.169		-646.234		
  114.000000000		22.3629		175.388		192.8		-380.163		385.24		-206.794		-547.293		
