This file contains the TI integral evaluated using the first n% of the data.
dH/d(lamda) values used to compute the integral where averaged over 3 random seeds.
Percent	dHdl	dVdl
10.0%	126.89
20.0%	128.28
30.0%	128.12
40.0%	127.8
50.0%	127.9
60.0%	128.25
70.0%	128.0
80.0%	127.42
90.0%	127.3
100.0%	127.33
