time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	295.951197	0	-103.508964	1020388.97	1205379.72	2798775.12	-151.914325	11115.6407	671397.219	375.199316	110.820747	-70.2913162	-129.488129	-130.753587	87827.4923	-596.997128
2	294.42657	0	-126.585307	126.675837	-182.635305	48.9444607	-64.3020574	2650.65954	-75.0477261	371.810494	0.963941488	143.322055	-129.331551	-110.577977	-164.803159	-484.969505
4	293.209986	0	-124.210076	50000.3001	5636.68118	891.474203	259.584679	1010929.4	2166.66577	-26.4547072	308.797152	-106.390216	-15.5335224	-54.2251911	-231.000077	666.137039
6	295.146797	0	-148.332575	86734565.6	11063.1128	119160.918	50.0533963	44454241.5	-225.522577	121.854323	-24.2828305	-15.5786446	-131.97887	-126.064842	-162.996494	-538.160412
8	299.526516	0	-163.090487	-36.4576317	2112.21178	-197.040488	-165.935597	892.76295	2486871.51	-126.223682	-56.7128096	-145.684559	250.625448	96.8506805	3929.76015	-607.806317
10	298.838838	0	-94.8294645	283.668595	1966.7523	796808.14	50.1961323	22277.2133	2883987.21	-35.0674865	35.2905601	-33.7493942	47.6640347	6321.72583	627.576486	-626.559445
12	299.521546	0	-141.446607	4166.67921	2625.66219	4337.04267	-81.9994576	2633.38192	17674.6832	-114.804255	-47.4622354	-151.759233	-144.006372	-119.968054	-248.236571	-611.63031
14	295.263788	0	-88.8478078	75876.3148	1162085.63	82169878.8	-153.046808	895149.243	20509805.4	-9.22094479	-36.2229883	-121.523962	-98.8649027	103.247744	69314.289	-577.563695
16	298.163407	0	-167.997202	2805.22574	3963.94114	1340.07272	-48.7806163	3233.32101	4706.27193	106.142256	47.42444	65.2383275	-129.492805	364.382359	95.0924963	-699.727183
18	297.74088	0	-100.42623	113907.221	4679128.54	35118574.9	-113.742287	929.139297	504348.88	1270.93013	1128.17035	-44.2314596	-66.9010604	5.81579302	90680.3885	-632.15621
20	298.033102	0	-100.363329	-100.363329	83215.0514	4311.98271	-106.721663	18265523.4	6449.61539	138.932052	17.3351512	-51.2419606	-80.9485282	231.320963	260.18146	-544.93497
22	297.329696	0	-119.409169	76895.2254	5338.19484	27222551.1	-172.960089	53611.499	5264.87287	-130.140654	-36.1226967	-145.14148	-137.643	-80.7065413	14700.0523	-614.078315
24	292.64844	0	-156.129936	490463.334	8500.33762	123599221.0	-152.228067	-195.329937	175.204387	-107.414979	-61.1328862	6.9922569	-146.013292	-80.5553954	24662.3462	-631.707838
26	296.5344	0	-159.478243	23072.6992	50654.2635	987780482.0	-90.7960684	3494200650000.0	14441.4257	-82.226153	-31.2681454	-143.333503	-139.542973	-186.738243	12732.3176	-605.578419
28	303.081841	0	-125.557699	-125.557697	278.189959	22967.1085	31.1479884	34646.5477	6656.2031	-83.7649097	24.7646887	-104.069136	-122.442393	-117.694311	143039.229	-600.494004
30	296.752111	0	-173.643914	10171.6128	54316.9418	52714057.9	-132.073575	10648415.6	3676143660.0	-66.2038518	-56.5784721	-133.317271	375.915167	-200.903914	2250.91901	-607.032165
32	297.590364	0	-171.053079	1317083940.0	20953.6833	95698055300000.0	-161.705917	94546.4931	3566.53062	-148.941735	-46.2330634	-158.363064	-143.474732	-198.313075	20424786.8	-626.961557
34	300.013646	0	-110.501734	136984.533	2969.16292	5755138.06	-167.14338	9773.97462	75598.5572	-106.395646	-44.126747	-148.360163	218.500526	-123.782376	11984010.1	-592.758364
36	300.998864	0	-131.03072	99244.0041	111373.949	557087368.0	-195.540581	440.588848	68.2842993	-103.678942	-59.6353875	-119.604754	-131.475168	-134.033006	-154.346231	-545.285403
38	301.03957	0	-144.579356	27507876.5	3571817.83	7630926900.0	9674.54432	140662127000.0	113855.059	94.8216663	-49.9785449	-115.865596	-36.3843114	-105.011468	2611397.81	-676.309337
40	297.133353	0	-181.334513	26244.6939	258.200941	227935.632	96024.2042	75362.5039	-258.52429	25.2816439	-15.4250485	101.780599	-179.474055	-185.522046	9215.42585	-68.2260686
42	296.303834	0	-220.573151	617.873631	5196.93443	-254.523152	-169.083658	461054.231	30482.7254	-96.6972022	-55.3216896	-143.948458	-152.28563	-89.801485	-167.054858	89.6314942
