time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	293.9426	0	-203.67276	118944.412	174807825.0	-214.56276	-140.398818	-143.130142	40.0452757	-97.6733508	93.1397001	-104.407115	-42.02322	435.469126	-61.841181	-548.907857
2	290.776733	0	-207.03296	-207.03295	3734.3373	1869.08056	-130.340032	-89.5786466	53.0953798	-123.13685	-18.521314	-136.610217	-124.029436	-186.225256	-149.39297	-619.537613
4	298.909695	0	-215.592887	56383.6146	1308384.7	11145159200000.0	336.152115	4979450680.0	142078.111	364.777305	1416.31388	-92.2110873	-98.2377518	-238.322887	45683.8922	-606.468939
6	297.028152	0	-199.385733	1158637.35	61473.4393	-210.275733	106.991947	79966.8001	420.606993	75.9499518	46.6276067	-97.0001108	-65.5480539	1385.26126	3.43556655	-516.854822
8	297.184791	0	-236.432553	-139.679285	9498929190.0	-247.319285	-158.589327	34.6635018	-230.772333	-143.323314	27.884001	4576.61385	-157.616706	280592.928	120781.634	-548.839822
10	295.922206	0	-154.960347	17075.438	38264.4943	5424461.77	-63.4410173	29243.5664	-165.740347	-33.4356631	116.878933	-26.0549197	-63.5501535	-105.903477	388.93306	-559.991452
12	293.098309	0	-249.832728	4027.97054	392.218444	169.378107	-81.7348018	1193574.89	-260.612728	-84.9430427	57.4810704	-139.497784	-135.757591	-172.397924	4444.0159	-668.935859
14	302.122464	0	-202.980052	2253.55253	-188.180051	-86.3763633	-108.233504	-111.117066	21944201.5	2628.26373	722.306784	-127.622816	-108.108845	-161.164043	3000.65123	-446.138547
16	293.0748	0	-209.004152	767732.845	42121.2206	1090.51395	84.1123652	391.207699	-219.784151	-82.0908095	108.044638	12.4587041	-105.305329	-147.60032	-119.437888	1289.43975
18	300.670192	0	-196.749461	15974.0335	65319.2299	10458126.8	352.08689	3784639.94	-207.529461	-92.2704269	196.625973	-96.595313	-73.9421469	-159.587482	633.310109	-626.172219
20	296.600208	0	-183.901868	134.882006	-169.101868	384542056.0	-32.9748731	51.9706117	2599271.96	486.307164	3246.83812	-57.2017999	-109.519875	328.131895	9596.84235	-600.099929
