time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	323.214583	69.2758793	-566.759904	-566.759904	918086.958	235128.744	38222.1786	16196.5685	18208.9044
2	303.275662	82.0613908	-518.466019	-518.466019	498273144000000.0	68418497.6	1130142170.0	7511451.89	420048.252
4	300.274713	69.3921417	-525.280924	-525.280924	72268.0669	459087.728	8847.38239	23340.5975	125054.199
6	293.935099	75.7210802	-552.802599	-262.215752	333512.071	427887.833	-323.172594	184999.037	145295.761
8	291.749951	69.0827144	-515.615782	-515.615782	5169771.03	24017641600.0	1391241.69	949.741	268407.623
10	301.571292	98.1630793	-535.005135	-535.005135	7522.29332	143884408.0	413770.631	3738.1423	11107466000.0
12	295.627935	90.6269107	-540.656104	-540.656104	4791.05086	708178723.0	45155.1931	9312.64725	109979124.0
14	293.264553	85.3578094	-511.076578	-511.076578	22257.7672	2796215.8	39801228.5	2954.91646	2124.38866
16	297.013188	78.0231034	-528.849435	-528.849435	5126773.72	50016474.5	180513.493	9570.16226	94396.744
18	296.991453	65.6795379	-526.771578	-526.771578	15735.6553	71719.4265	33272335.0	1340.43162	6973106.99
20	297.388142	95.3984485	-565.092313	6499.07391	1321.82753	8182.02593	-335.462308	-77.8722687	71890.8284
22	297.532017	86.3341092	-523.994494	-523.994494	789896.598	15395630400.0	1504526.72	293.635746	252062.022
24	299.02845	75.7257079	-530.163481	-530.163481	19702907.4	1007656.09	825599.753	6415.55461	4399.7018
26	294.591009	89.744928	-516.955335	-516.955335	71897.9049	250210165.0	655902204000.0	869650.105	16674.4434
28	299.02892	80.6293406	-584.801856	481.937244	30528.4725	1873580060000.0	-355.171851	74.8352441	447.284973
30	298.778094	68.3208823	-544.753993	3264.27969	339695.356	13935.3828	-315.123988	133.509748	435.870417
32	297.356379	93.558532	-502.722224	-502.722224	33155457.4	3292632250.0	8362448.72	27196759.9	47326283100.0
34	298.477545	70.189105	-576.474871	-100.038411	879.927887	237994287.0	-346.844866	14.7697336	6.15384704
36	300.703164	61.9800848	-516.737916	389.093533	293684.872	37013.5018	78508941300.0	-373.337922	31240.0119
38	299.755476	87.3636688	-504.693731	-504.693731	58890.4669	7407404.02	958413.199	66159.8967	524053.709
40	298.90685	72.3343799	-513.631951	-285.832221	-379.141945	64772283.5	608256416.0	2472.37714	9048.17306
42	299.549829	56.7846852	-517.259228	-517.259228	165439.211	1081372.84	56626.1958	64944.5302	448307455.0
44	296.966759	70.0585455	-510.54442	-510.54442	192402798.0	3721999.95	130001.82	5040.32498	342144.377
46	296.347293	102.357835	-553.147575	73849.7066	54188.7275	17661.4408	-323.51757	-144.871681	108525.83
48	298.517546	67.753737	-563.579015	11468.5225	8324.89904	411128.915	-333.949011	-9.38508851	-279.353216
50	301.350817	81.3708282	-548.165403	310213.672	213032.722	95660262.0	22269011300.0	-404.765409	145.050043
52	290.965579	70.1653037	-514.297026	-514.297026	53268.1097	232517187.0	244590909.0	62143.9227	89599.9949
54	295.5577	79.394011	-524.270304	-524.270304	13866.6778	95038.777	97388727.9	6776.20918	119844.358
56	292.743516	80.0672376	-549.830536	2673352180.0	246.14904	1028.21861	-320.200531	-39.3248588	35862.5758
58	300.419179	79.9538814	-515.967946	-515.967946	4065.70588	1333198.36	35708.082	2682.84183	5059.5685
60	295.599967	62.5000469	-526.653207	2721.76266	4333.65241	305880.956	8864911.48	-383.253213	85.8172162
62	301.51622	81.6517211	-555.611925	76224.3322	98532532.5	55785994.0	-325.98192	35402.8407	194529.554
64	300.116201	67.7325823	-519.71431	-519.71431	17201441.6	25122525.2	162545144.0	3161.72087	11412.1371
66	298.549147	69.1172142	-517.130514	-517.130514	46264959.5	5224444.09	238345287.0	6283.27016	269538.482
68	292.250144	72.3922142	-505.403259	-505.403259	131493905.0	210261.199	65383.8004	546.707031	14017.6903
