This file contains the TI integral evaluated using the first n% of the data.
dH/d(lamda) values used to compute the integral where averaged over 3 random seeds.
Percent	dHdl	dVdl
10.0%	129.64
20.0%	128.82
30.0%	128.35
40.0%	128.51
50.0%	128.61
60.0%	128.05
70.0%	128.57
80.0%	128.86
90.0%	128.9
100.0%	128.83
