time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	299.788883	0	-69.1655193	5507.37228	58965.4182	11514.7233	-11.9455451	9317.29838	-140.455517	-46.0200852	55.9758416	-12.7527902	258.32364	-50.4998178	534282.404	-489.131007
2	292.937874	0	-45.0910009	13964.2771	9040.26821	867110519.0	-65.5106483	153001053.0	311079.703	13.1454017	1076.83198	32.806325	-88.0309994	97.019573	21742.9569	-504.179579
4	293.05461	0	-37.8450013	38666.5592	2966.09756	106394232.0	-75.620367	31149.1742	21194.7442	8.36445706	127.477418	-76.7638808	76.2499267	-54.3936749	23317.3335	-528.436959
6	293.13044	0	-40.9345574	70000.648	307747.35	318763.897	-73.6082793	10758.1188	1195082.75	278.520032	57.2138266	280.290676	-18.828386	846.857537	-90.5609843	-578.274578
8	298.530521	0	-43.5074292	144.060187	142.051294	71827.956	-4.13267472	5437.47481	-114.79743	88.658916	223.832447	-14.3225142	-9.64239475	35.2037919	109.858741	-470.173112
10	300.783758	0	-49.9762753	3659.48566	6993024.89	1973.19827	-64.381258	13940.4132	62123.2806	995.404165	68.00335	-38.46302	1.77261806	32.4733923	-159.736277	-530.29869
12	301.125871	0	-24.5049954	74930895.5	455.112802	19678.0858	-52.2860633	3390270.56	1051019240.0	525.751793	75.367583	39.9783581	91.100206	1366.12947	647.625438	-561.845021
14	297.195563	0	-108.798276	-42.1878552	1401.39719	68738.4479	-126.135004	1237.75202	-180.088262	-79.0434366	-16.2906068	-117.859701	-100.545762	-98.3682761	243.046688	-562.069026
16	294.852793	0	-54.4542965	4711.37311	393044.516	46024335.6	-83.7784599	4704.03257	523.205488	-48.910381	48.7120365	-53.111686	-51.8413476	-56.019121	-164.210119	-550.615939
18	296.432828	0	-26.2225752	28148.5697	28510871.5	65480.735	-73.0007697	94169.5709	13327.9028	-19.476398	35.1077915	-65.1372127	-49.3285095	-34.6763737	1137.59406	-532.523234
20	292.417846	0	-60.0396981	8792085.76	17536.2014	42187690.8	-83.0122883	-100.579699	-46.8411281	-20.1546734	35.7568614	-54.7655546	-41.8498098	0.912682548	20399.8953	-524.830376
