This file contains the TI integral evaluated using the first n% of the data.
dH/d(lamda) values used to compute the integral where averaged over 3 random seeds.
Percent	dHdl	dVdl
10.0%	150.41
20.0%	150.21
30.0%	149.5
40.0%	149.18
50.0%	149.16
60.0%	149.42
70.0%	149.79
80.0%	150.25
90.0%	150.34
100.0%	150.16
