time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	298.42173	0	-200.589851	6166.20482	-198.872863	-208.689842	53.4909603	197332.099
2	301.031569	0	-191.227771	37.0940171	4.42597226	-153.808361	-149.127773	912997832.0
4	302.254414	0	-176.163728	-136.375104	-205.316672	-174.419166	797.100867	71278.7764
6	304.403519	0	-239.049161	-12.684732	-236.721904	-207.379815	-196.949155	20039.7172
8	296.139856	0	-176.597339	2353.49306	-188.575381	-184.694964	10076.781	12722.0413
10	298.348969	0	-118.897913	187.608984	-67.1903265	-126.997913	4622.09793	20648.5646
12	292.122947	0	-178.907124	3182.39984	-192.224939	-187.003045	4956.0343	6484.52724
14	296.709792	0	-197.391862	2357.86958	-183.021642	-205.491863	3349.02594	3671.5099
16	295.426577	0	-124.83292	2227.28237	-154.02376	-119.052853	1150.67036	12318967.4
18	297.328317	0	-287.591097	-139.744507	-279.892801	-244.304888	-245.491097	6124404.19
20	294.296779	0	-192.658449	-37.7566823	-221.841455	-188.40541	30525.2133	18646.1482
22	298.196702	0	-220.375217	112.013923	-204.325792	-177.624526	-178.275219	5393.16177
24	297.423412	0	-224.85476	-224.85476	983.597259	-13.8808341	7833.82714	28052063000.0
26	300.462207	0	-283.004382	-223.008288	-285.846541	-247.211614	-240.904324	161766988000.0
28	298.248876	0	-202.64041	151.613386	-231.830296	-197.105219	709.166773	1087.44451
30	295.988035	0	-168.906938	35408.3294	-198.093697	-164.037519	-49.5296681	27662.198
32	297.372934	0	-125.681665	93.1861092	-154.862841	-121.681175	1161.90566	465601876.0
34	299.783362	0	-211.627687	75426.8511	-193.719117	-176.133977	-169.527689	50414659.5
36	295.620903	0	-229.091493	117.504723	-210.392937	-199.222983	-186.991494	3974.29242
38	294.093333	0	-221.867282	-221.867282	50161.8862	-61.1879872	3250.95423	58032524000.0
40	295.07805	0	-172.117965	-125.462722	-200.951896	-175.299103	648.887803	3175153680.0
42	304.641374	0	-184.55747	-184.55747	17401.0852	-103.50896	1961.40817	1611518590.0
44	298.164959	0	-264.137319	536.790887	-252.658242	-225.375622	-222.03732	49562.6966
46	297.207379	0	-228.03987	6580.81103	-236.183041	-204.043719	-185.939361	9416.96622
48	303.263823	0	-223.850486	46.9814912	-180.807865	-169.665039	-181.750488	71671.2987
50	299.311399	0	-154.353362	3152.14098	-183.532135	-150.649292	132.380475	10715.3126
52	295.108841	0	-173.51587	-136.297791	-94.3675588	-181.61587	332.845792	63969997.3
54	297.199334	0	-242.371508	535.516793	-210.661824	-197.421294	-200.27151	92456.8414
56	300.476088	0	-213.554213	371.994164	-177.192397	-169.250124	-171.454215	22387.8742
58	304.56104	0	-214.201281	-214.201281	121317412.0	6073889.74	3725977.05	250997.533
60	298.039063	0	-148.844779	322.147879	-146.948692	-119.299017	-106.744771	6532.74845
62	298.36314	0	-202.401273	-69.4382516	-155.478944	-163.243974	-160.301275	148131.056
64	292.659842	0	-165.811207	-165.811207	3413.78361	10.9301795	2385124.39	13757744.3
66	293.639458	0	-153.50147	-142.858281	-150.919212	-161.567462	1908.41601	7.03340531e+17
68	291.837872	0	-236.92079	-193.006628	-266.109758	-231.600217	78.1179532	28490886200000.0
70	292.071522	0	-207.233644	129.187698	-184.334233	-161.364138	-165.133645	53976.3961
72	304.050316	0	-172.486587	203.324565	68.8888346	-180.586587	925.74482	76379231900.0
74	300.212788	0	-207.020723	1708.95002	-236.148363	-206.329774	2984.97716	1811845650000.0
76	295.252959	0	-209.866386	363.778736	-191.182237	-171.973799	-167.766387	228035.064
78	296.070807	0	-194.735105	-52.3113111	-154.597247	-202.835105	7823.45799	10882727.9
80	302.736194	0	-216.443206	33.7922697	-245.605069	-214.182436	304.08067	6506.4872
82	295.144121	0	-171.533235	-93.5486146	-173.514934	-179.633193	1810.65016	756386989.0
84	297.937845	0	-179.664306	-53.496115	-208.397029	-183.401067	1430.61073	13980.0524
86	302.731204	0	-250.554346	336.595354	-279.754072	-236.084544	62.3938049	2142566400.0
88	290.224283	0	-108.397238	5986401.86	-108.168992	-116.497221	12116.1116	141040.317
90	298.492345	0	-228.760184	919.979077	-217.062402	-192.09482	-186.660185	10973564.7
92	296.342872	0	-147.703558	181.672995	-176.903468	-130.502849	595.137308	11012681400.0
94	299.36642	0	-172.157738	-94.5004317	-201.35409	-164.099045	142738.001	318656052000.0
96	300.893429	0	-196.894582	-86.896849	-178.463579	-157.819586	-154.794584	116196.312
98	296.080007	0	-178.260367	-131.245685	-207.450064	-172.770846	1016.52957	1163.3345
100	301.17303	0	-163.308151	1906.61349	-190.151049	-170.19868	11636.2501	5304994380.0
102	299.011641	0	-176.049742	168.894988	-200.609018	-183.736358	43061.9169	248711525.0
104	295.506333	0	-198.187409	94779.6602	-227.378826	-192.246255	3779.6284	3035.76579
106	298.291338	0	-195.929853	437.570645	-225.117947	-190.797765	20307.4548	16414357300.0
108	298.13905	0	-176.893234	173.796279	-153.72689	-184.993234	1457.05489	8587.77387
110	300.015772	0	-159.17792	515.342334	-188.376797	-148.203743	597.371267	1343.86267
112	299.472568	0	-199.856205	187.097794	-229.055826	-186.196742	186.533639	22494956000.0
114	302.965809	0	-212.615848	9702407.58	-216.559448	-182.920673	-170.515756	35772584.7
116	296.913948	0	-166.207858	186.737508	-195.400833	-159.771253	280.232876	2034337350.0
118	295.413825	0	-227.687237	24771.0636	-256.880603	-221.108737	-7.50620548	37213.0371
120	298.530948	0	-238.480588	-19.6630305	-229.629567	-207.162798	-196.380588	2471.62761
122	299.78595	0	-206.286365	-117.24097	-180.553963	-157.915775	-164.186367	16019.7692
