time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	294.820073	0	-264.995141	-192.009469	-265.825141	-33.4592716	500.748687	1609.81489
2	297.203745	0	-208.381753	-208.381753	1444.88278	1498.09506	13043883300.0	1491.51191
4	296.705034	0	-166.954832	-21.499632	-167.78476	29.6992327	9573.63633	20131.4474
6	297.883874	0	-259.295993	40310.8323	-234.328169	-88.525914	5290.03112	262094.12
8	293.258752	0	-221.512867	405.594155	-222.342868	-6.96753432	3263.79541	772.65045
10	300.66232	0	-251.512659	-219.584227	-193.552592	-29.7058662	-232.392652	4767.10529
12	297.756085	0	-202.515787	2008.04763	51283.7018	3489.42557	131817952000.0	-144.535787
14	296.133409	0	-240.879071	-28.7381255	-171.267678	113.157846	-221.75907	4122.61078
16	302.810492	0	-216.711907	24.4077036	196613.428	7560.17776	2031988.66	-158.731907
18	298.36753	0	-236.999025	1.3537978	-203.706113	26.6990744	-217.879022	-16.6115349
20	296.81833	0	-248.750208	22481.1301	-212.337819	7.53511214	-229.630206	4037.32031
22	295.360653	0	-183.130396	-183.130396	25700.4254	98.7783416	76127.1566	1600.66608
24	301.820578	0	-155.203973	-86.6852773	-117.866471	88.2446333	-136.083972	282775.237
26	297.98248	0	-256.434597	104.160181	159.477051	66.6069249	76361.8157	-198.454597
28	295.835897	0	-190.691612	15.664151	-191.521612	29.7078736	659.040413	655.492191
30	300.785833	0	-218.495858	3783.72817	-45.8221282	3380.30945	67012.0423	-160.515859
32	302.338106	0	-201.916296	-63.7215182	-202.746296	15.3482577	754.984726	1546.37096
34	303.05202	0	-262.634913	51603.5633	-246.297503	-39.1437904	-243.512485	11452.7841
36	296.764311	0	-212.183789	10962.2097	-136.575034	12.2994648	-193.063788	6135.10258
38	298.392302	0	-181.146221	-149.690617	-181.976214	34.1322576	104535.974	845.128697
40	301.450315	0	-226.527118	805087.931	-227.357117	-13.598156	291.263532	12692747.6
42	298.24568	0	-258.354574	-177.06448	40731.4189	16484.6645	449450.483	-200.374575
44	293.373374	0	-250.967003	13174.1349	-251.797002	20.9360094	954.782791	590.697959
46	302.233578	0	-265.756299	67218.4568	1077471.03	65436.5213	96479328400000.0	-207.776299
48	298.241457	0	-246.289744	-197.819661	-213.217957	-28.1414487	-227.16974	4890.25211
50	295.316637	0	-229.716449	3430.58488	-156.814671	-58.9464448	51241.2873	591.028177
52	302.025805	0	-199.293906	1659.68043	-200.123906	31.2456322	2323.15662	3293.11018
54	298.350712	0	-223.316618	-223.316618	19078.6775	109010.924	48958157.5	537.197029
56	295.009023	0	-217.190971	-217.190971	2974.70423	8579.60115	645422.196	124.487855
58	301.217596	0	-211.017053	-211.017053	1381.86726	1618.69231	123678956.0	70.5005795
60	295.412332	0	-235.718388	223594.638	158.325957	-64.9483838	1466.80319	13098.2976
62	297.8327	0	-203.790499	-203.790499	60820600.3	520773.304	7993759660.0	8259.1055
64	297.736714	0	-230.499841	-230.499841	7835.70873	29803.158	834623.495	13725358.6
66	293.85241	0	-225.618611	11954.2081	-226.44861	-17.0471727	4565.09498	1182.85224
68	297.186046	0	-224.803563	-118.132341	-180.06549	20.7123087	-205.683563	2558211110000.0
70	298.184767	0	-280.554736	4043.04645	190456.242	235992.474	1058369110.0	-222.574737
72	298.431621	0	-180.420879	-168.783812	-181.228164	78.8794292	33.1303868	343370095.0
74	298.088839	0	-280.784812	-280.784812	2332.63911	12688.6303	295619.022	6883.57651
76	298.535578	0	-283.872358	7897.87812	64576.553	63097.3201	130911.236	-225.892359
78	295.570263	0	-173.641273	-173.641273	11309.3983	64038.3664	1785476.64	630197.636
80	302.341383	0	-201.089756	-201.089756	1174.92958	3192.89682	768631.556	1883.97581
82	299.457432	0	-227.04796	23634.5364	-227.877959	-19.5342707	289.070913	3545.45015
84	302.649607	0	-206.451183	-188.786092	-207.279197	4.76974286	1394.30095	1190.24264
86	298.446948	0	-222.369777	-177.208751	-182.743104	6.52551068	-203.249776	1138.69942
88	300.538319	0	-217.578114	-217.578114	7201971.81	1045613.26	175210468000.0	44468.9806
90	300.414362	0	-199.310367	-199.310367	1313.26194	40.527004	30424.1025	124354.898
92	298.922423	0	-228.04069	522.099181	154.564464	238.849254	358101.625	-170.06069
94	293.117242	0	-204.681422	-204.681422	777.765231	489.100579	112703.423	572726613.0
96	294.549027	0	-185.523613	-185.523613	659.041939	394.282269	509762.063	1255.50855
98	299.684137	0	-224.170068	-171.85891	-225.000029	-25.9669584	1609.76227	14778234.0
100	300.670249	0	-158.628987	3409.55732	63.2102129	12.1410175	912.873474	17807.8993
