time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	297.31477	0	-136.854517	-102.091008	29.2706809	-106.104515	1879.54351	214515167.0
2	294.470561	0	-146.811739	-100.699164	-147.51142	-93.8612177	1169.7511	11073.7612
4	301.868891	0	-109.349269	-109.349196	-82.6172203	-50.8731018	-48.9240665	20656.0888
6	302.334729	0	-103.559774	1957.99498	-104.259189	-52.1173746	208.766234	14186.2765
8	298.438477	0	-161.7324	-115.72923	-162.39753	-120.401236	5758.68357	1681.07321
10	296.024329	0	-120.157654	60.7954803	-115.877658	-89.0511792	13554.3451	569.173995
12	296.63531	0	-119.306605	78.9884824	-120.006531	-62.7251645	86.7263282	8045.87666
14	292.170303	0	-152.292933	-112.204562	-48.385425	-40.9890986	-136.292933	608.85802
16	295.718047	0	-178.317799	-178.317799	463289.898	230120.451	41611.9918	53252.0024
18	299.863176	0	-128.494251	-68.5382438	-101.562333	-97.744215	2384.76501	75.8693374
20	302.34956	0	-157.655171	-157.655171	817613.142	40718.7222	379889481.0	2788.46886
22	295.151053	0	-148.650558	1644.3155	-122.157363	-117.900516	7138.9338	8455.73414
24	299.221322	0	-166.939473	190.576917	-137.271678	-109.506933	-150.939409	125086534000000.0
26	298.27203	0	-95.7490314	8948.04794	-96.4488159	-41.8321226	223.769217	14201.4938
28	300.225167	0	-174.781338	303.28175	-109.464612	-79.4745622	-158.781338	1023689.39
30	301.070358	0	-148.128972	3854.35625	-105.586276	-117.378972	1224.10411	3426.11132
32	300.474036	0	-161.326097	-161.326097	300.449142	-71.8158543	145645.226	166775993.0
34	300.735022	0	-153.043715	232.508348	-70.6639792	-75.1724763	27115.1764	-94.903716
36	298.336169	0	-130.933093	3017.62219	-60.0551858	-100.183093	18631.9121	1446322.96
38	298.716262	0	-118.279952	6424.47189	266.086156	-87.5299524	4048.10036	5157412690000.0
40	302.776946	0	-109.283445	7056.28051	-109.981192	-61.1817636	1309.3179	717813371.0
42	303.1122	0	-72.7125628	-72.7125628	26440.2057	259726973.0	188366.278	744.652945
44	299.317306	0	-164.331232	-164.331232	2333.3305	-33.4401049	487553.29	3604.15893
46	293.345805	0	-123.9565	-123.9565	5439595.21	571407.207	358902804.0	800.306238
48	300.567802	0	-196.613226	-196.613226	3861.73265	1386.13453	124397.972	73889.9337
50	293.658349	0	-134.599945	149.733121	-134.733672	-99.9150258	-74.8702318	31677.8168
52	302.826232	0	-170.927982	-170.927982	12994.461	1886.89651	15479347200.0	3044.30201
54	298.743429	0	-98.8355418	12.9787961	3957.19461	-68.0855418	454.380785	25621.6786
56	293.321793	0	-123.444164	-123.444164	3224617.86	801663.202	4394736.84	3225969.47
58	294.017766	0	-173.838699	-173.838699	1426151.41	43235.6423	12058976.3	228300.284
60	297.422818	0	-158.092466	251.82891	-158.791697	-107.326859	32001.356	1746.74115
62	294.101854	0	-146.230659	249.680306	88.1742796	55.5607606	-130.230659	18383384.1
64	302.537639	0	-160.419482	-160.419482	7601.78664	110747.68	4727.54752	158860680.0
66	294.175808	0	-136.777677	-66.143645	-100.419564	66.7838651	-120.777676	5284.60043
68	294.174331	0	-151.627268	-82.3444354	-95.2199431	-89.7757943	-135.62726	12383.2621
70	296.28969	0	-187.34612	14699.0465	-137.170774	-142.211175	-171.33865	2096.42352
72	297.130232	0	-115.572685	-115.572685	4694.70171	-25.9422685	5570.20741	631078382.0
74	298.74525	0	-143.209068	-143.209068	73934.0563	14901.3776	56450.5375	146958966.0
76	295.018431	0	-140.668889	-140.668889	2324.06176	3446.68466	145864.258	140419502.0
78	300.981598	0	-132.434934	865.540833	-96.477543	-80.7921731	-116.434394	6228.80569
80	295.22455	0	-120.059962	355707.644	116.353377	-89.3099616	62.7203987	209885.762
82	291.246623	0	-135.660312	-110.626224	-136.285061	-96.2115667	1445.36016	389783828.0
84	299.20919	0	-122.37469	254.861645	221.190978	-91.6246898	8291.67793	43515547.8
86	292.685216	0	-92.635982	-92.635967	115.023792	-32.11895	250.138219	700140540.0
88	300.064156	0	-124.394291	-124.394291	18941.9163	170.322957	561777.904	1114318850000000.0
