time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5
0	301.33477	0	-75.0106584	553.137537	70.144514	0.458416847	1933.78263	18.2993391
2	300.14111	0	-127.598509	-16.3297716	59068.7075	1904.79123	924919.496	-34.2885111
4	296.136323	0	-133.168704	97732.4335	-162.622994	-128.981406	51.2486652	547348.151
6	298.200535	0	-83.8538698	186.211757	-113.320446	-75.8975715	42.210838	2027.73842
8	297.478156	0	-145.835108	163.210775	22.4772481	-47.7162947	3689.01496	-52.52511
10	293.599472	0	-90.8684067	15.274344	-57.152758	-67.604122	-57.4383993	4746303.46
12	300.558864	0	-101.470426	3842.29536	-54.9209326	-56.9725384	107.968334	-8.16042817
14	300.209768	0	-151.636032	12027.6184	-94.4332167	-123.18487	-118.206031	25940.1626
16	299.427917	0	-147.609884	1728.37745	118257.367	69940.7424	823012.239	-54.2998868
18	294.44722	0	-45.3166096	2613490.43	-45.1367577	-53.6765935	519.128973	14716.0298
20	298.174042	0	-75.6999297	-75.6999297	39.7635421	13.5922123	74161.058	4972908.0
22	298.283493	0	-144.792257	2445.87424	-7.68386898	-80.5551186	284.246426	-51.4822596
24	300.859496	0	-179.528455	377.023271	-113.047601	-127.778046	377.448414	-86.2184569
26	299.434239	0	-201.180482	11455.369	-178.502004	-153.948622	79.8559121	-107.870485
28	300.124539	0	-130.255352	970.330984	-159.712877	-125.498409	155.684562	18301.0217
30	293.297029	0	-50.5346342	7166.77967	-17.921836	-58.8946338	228.617699	9299.45747
32	298.492693	0	-126.026611	-126.026611	1078.68138	692.378234	27877.968	30934.3887
34	297.474567	0	-89.398037	9516.53132	-60.9663384	-97.7580367	6596.94929	2335.42213
36	298.733078	0	-137.733834	660711.93	-156.6299	-146.058861	92.283353	22867931.4
38	296.861526	0	-62.2044577	110049.393	-91.6587118	-58.0228765	48.7904861	993.917753
40	295.0175	0	-156.01774	15.725796	-18.7983161	2377.4138	72715.2745	-62.7077427
42	306.332652	0	-134.175466	-22.5892519	-163.643053	-125.352356	5.85399487	2851.06724
44	295.446414	0	-85.973433	23170.5278	-90.4231862	-94.3333306	354.868192	19005.5944
46	300.990347	0	-72.4703309	-72.4703308	96.5579756	-37.4183539	273.547106	144149.705
48	296.44313	0	-120.944359	-120.944359	1390.05273	-31.4073351	53768.4474	1477002.96
50	301.492967	0	-54.3953231	167850.95	-83.6565915	-56.5216758	67.0369676	8643.23741
52	295.324298	0	-109.102415	5118.07061	-138.56658	-102.466105	399.412621	1968.65853
54	301.078921	0	-132.413581	-52.2290881	-110.884328	-107.859206	-98.9835768	872.925274
56	301.836141	0	-101.440965	2245.13184	-99.1850392	-109.800958	892.678463	802908.157
58	297.367697	0	-83.6680106	147.421315	-113.133044	-76.6325756	857.602841	685256.372
60	301.883016	0	-92.1675346	95297.7753	-121.628814	-86.5251904	136.00019	18755.4094
62	301.197484	0	-59.0054415	2310.49169	-19.9811511	-67.3654411	291.264921	1365620.9
64	298.315404	0	-119.33551	135.323961	-115.346193	-127.695507	3913.99712	17666.6249
66	294.894529	0	-65.6138441	36.876286	-6.07817477	-51.4486936	-32.1835646	306443.826
68	299.509418	0	-110.851056	31.9643193	-123.231168	-119.208551	354.127655	3721.83927
70	297.385087	0	-57.9273839	322.571496	-51.5465822	-66.2873822	4963.1752	65492.5989
72	295.098028	0	-55.5448777	3805783.3	-44.1498868	-63.9048772	1516.00223	55715.1827
74	296.032393	0	-129.118133	364.307198	1426.47495	39759.5281	1502.31321	-35.8081359
76	297.074101	0	-85.6231736	9574.67153	-115.088962	-78.1795466	2184.48877	10856.9342
78	295.00391	0	-94.9960033	2607.69688	-45.1823768	-61.105576	-61.5660029	19915.356
80	298.995001	0	-77.2990187	23.8443645	22648.5127	2905.24713	42663.4308	16.0109789
82	293.294697	0	-76.0275217	1089.96205	-105.463007	-73.7811346	412.046428	167836.568
84	297.885008	0	-127.915441	71.1586829	231407.77	43226.743	4415865.16	-34.6054434
86	289.351329	0	-59.2281394	25534.6013	-75.2002029	-67.5774466	947.161955	34656.1286
88	295.149167	0	-96.7332561	6758725.21	-126.203253	-70.8921691	348.261896	50198.7579
90	298.071954	0	-116.824338	1828.99801	-27.8032185	-71.0550169	-83.3943378	45830.3703
92	303.914087	0	-72.3388849	125836.62	113.679554	-48.8506566	-38.9088782	7177.28017
94	299.960569	0	-144.788027	31026.2959	-147.291284	-122.188042	-111.357971	18067.9693
96	297.274397	0	-43.73607	81.9101032	-68.5303378	-51.6889886	7684.86224	55815.5581
98	295.032814	0	-78.6400324	23723.9614	-61.4045515	-87.000032	3456.65925	1168058.08
100	298.246463	0	-127.415494	672.214899	-156.862245	-124.195636	4122.30913	914.680332
102	300.29287	0	-109.360408	70208.2288	-138.791283	-107.422433	139.679465	46137.476
104	297.640994	0	-147.369249	3552.21168	69.481674	-70.6308604	1145.32829	-54.059251
106	297.151271	0	-97.1638413	-97.1638413	3437.42211	4.84244557	20044.9423	65694.8156
108	300.301742	0	-64.2649015	-64.2649015	244.54814	13.7736812	2724.10312	15647023800.0
110	295.483524	0	-104.104261	-13.558591	-133.573572	-92.1730716	320.818859	40896967.4
112	298.803414	0	-87.3390052	759.197008	-109.801974	-95.5479859	8466.41357	24344.907
114	297.546339	0	-123.604479	16358.9272	-85.1741856	-107.845035	-90.1743321	604805.235
116	299.381718	0	-73.3025162	-73.3025162	-40.6779395	-37.3270771	1992.43463	44906.1644
118	302.105609	0	-81.260573	2907.34867	230.714697	-89.6205727	3727.87901	27024.5597
120	297.920361	0	-140.60323	554.685808	92.4411126	-72.5835886	173.406469	-47.293232
122	297.753803	0	-103.447986	-103.447986	189.709667	-47.1288442	425.606043	324767.474
124	298.245872	0	-153.945714	-48.822673	233.668603	47.8666047	85501.6318	-60.6357162
126	301.568761	0	-157.854568	-65.7166328	-25.4223681	-85.8121951	15726.4149	-64.5445705
128	292.224786	0	-103.751242	1311.60038	-118.78754	-112.103917	70.0076926	2872.39645
130	301.656911	0	-135.487259	517.123751	-164.952948	-128.101526	59.2221211	8092.88018
132	301.051233	0	-63.4933977	11778.0172	-13.8752936	-71.8533974	3643.74856	4318378.52
134	296.933961	0	-94.702296	25475.2336	-106.616882	-103.06022	49.3372569	30864154.2
136	299.433958	0	-102.997389	-25.8260573	-119.863664	-111.342035	12586.171	27079.3672
138	301.923314	0	-143.577366	128.238792	885.4446	-110.751115	-110.147365	1054.37558
140	296.93557	0	-59.4642534	29759.6383	-80.7420245	-67.7317395	326.230178	3386.21293
