time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13
0	296.750602	0	-662.677198	-616.142166	13415.8867	-400.576494	43980.9216	-558.149448	-392.39863	-650.681656	-477.794985	-486.761391	-511.275696	-592.214754	-617.537181	328793.876
2	295.821725	0	-664.603398	-576.745027	32140365.6	86363.8415	165801.604	10534.4107	-424.783277	-560.255524	-546.996088	-601.321435	-515.214836	-596.308602	2367.58469	4592.39931
4	297.852501	0	-714.835508	-652.728699	12971.5231	7749.71326	78616.9419	477.901847	-303.212304	5727.0352	-94.6317298	-753.405507	-421.53519	-495.081722	6780.33085	5251.75883
6	297.196326	0	-664.757983	-527.508761	-493.55936	592.233674	-468.847979	938.908792	-223.412738	-435.450868	363.484831	-279.674444	6.52703976	-246.266907	120072.183	7454.13099
8	298.773959	0	-727.354517	-214.832072	-338.338129	3527.11962	8270.9596	-97.4923231	-487.53451	1230.25764	2852.37866	5067.94745	-514.646753	-625.087387	2770.11193	4499393740.0
10	294.273719	0	-665.94154	-556.076317	-226.485235	248021384.0	404.699207	119030.656	-426.121507	3476.95822	-544.947961	65.3167469	3095.46337	-537.354387	93222.714	2199212.39
12	300.273526	0	-713.759484	-531.214372	24381.4243	-512.329491	135036.184	-427.79152	-406.813469	-452.621745	298.96514	60.9423072	-523.127051	-560.051808	753108.564	826969.764
14	302.204639	0	-716.857523	1941.35863	-633.687525	1464.89202	7371.73786	-477.008147	727.386151	-437.267714	-553.607321	-676.713472	563.65739	-572.367383	6483.04603	17.2456677
16	299.401421	0	-657.384782	135042.171	-574.214784	15225953.0	285879984000.0	76078734100.0	19413031700.0	1553033.63	52394.131	5121523.12	65153594100.0	16521593.6	2061947.92	634904750.0
18	298.289212	0	-648.90918	-579.696224	-99.6855754	-367.113866	2802.20391	-354.648961	-348.184794	6186.06973	-414.478281	-78.5608843	-455.598948	-525.889332	-603.769181	-271.067739
20	298.094986	0	-680.893591	-680.893591	-271.298475	2040456.44	178395.876	311070.909	-215.941641	837365.53	-545.603248	20323.7725	-386.001146	-394.230075	44065323.9	6730.3693
22	294.497626	0	-696.688798	-593.811365	-339.290551	-20.7401444	-500.778794	-437.391158	-359.754128	-140.567368	-471.881566	-583.5968	-494.680984	-584.684081	7466.12074	372161.747
24	298.638668	0	-708.659516	-570.306626	5679.40801	-382.788178	112538.941	-235.893707	-324.590554	-652.493607	-522.113118	-309.836879	-496.35762	-562.450924	4734.00515	-832.809518
26	297.012798	0	-656.820276	-409.903474	-479.970148	-22.743533	562.390716	-442.900801	-331.82357	-610.61838	-529.536563	-695.390274	-434.660863	-548.600304	704.058928	864874774.0
28	295.371522	0	-694.264231	-637.414894	1467.62285	-422.111807	-206.703116	-561.696894	-374.910985	-598.034096	-513.702439	-627.017804	-517.901965	-606.317287	-613.497864	-818.414231
30	298.993383	0	-714.650737	11157.1705	2049.25056	-305.807421	44764.0579	-650.670737	1008.0217	59670.5268	-558.163785	-555.689209	-496.516011	1606.35428	268.048965	2962.30122
32	297.030125	0	-685.151579	-622.365116	-283.341735	-179.915355	65521.3976	1260.05559	-400.232791	-69.6836688	-585.2447	1993.50212	-521.461635	-646.572058	1448.19894	12498.7504
34	293.757431	0	-658.318662	1113.2437	-292.153723	282.304904	21088.0057	40846.2758	235.130871	854.073938	-536.466132	714.894757	-149.459534	-619.868643	1739526.62	1371.89358
36	296.164487	0	-692.27461	-539.911278	16821.8478	-392.185038	8391.71218	-628.29461	285.2842	364404.954	-542.010025	4935.19985	18.2242053	-487.212443	34559.512	7273.67406
38	301.877817	0	-681.356804	-545.358338	5529326.01	1108.31308	7922.03615	-340.513052	3373.13099	264.668752	86441.9973	-719.926804	-74.8857136	2071.04718	137.419072	19.1988891
40	302.076038	0	-596.727921	633.101774	4127.86682	-395.297928	89311498.3	3351.22433	-223.41022	7511.319	-306.291498	54258.1108	-262.490165	-402.372885	3668.56617	124339.879
42	299.845069	0	-720.590485	-95.6854558	12414.307	43158.0426	95411.3992	365.911575	237.489285	4371.51486	22215.1705	-759.160485	38521.0489	-373.228835	1369.94803	332021645.0
