time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	302.073909	0	-499.054695	-499.054695	1431146.14	193681.527	48522.9327	393.316064	113576.15
2	296.43547	0	-499.035445	9827.31862	11638.3676	178703.829	496073.549	-356.075438	35867496.9
4	299.049788	0	-443.062322	-443.062322	71039654.6	176041600.0	138280.338	3122.99042	328570.963
6	296.096975	0	-440.853949	9055.96908	-318.903952	468822.443	21741.2471	142.527998	20269528.5
8	294.55462	0	-453.651153	32634.1859	-331.701156	119048.077	3912.23617	67847.4619	500763.382
10	298.899466	0	-396.312648	-396.312648	64954.8743	504854418.0	3240.19534	163.488516	17622.6218
12	301.800023	0	-411.648432	85654.054	1902.6302	8428.06195	344563.109	30.4582607	-531.398432
14	302.887855	0	-477.843188	-477.843188	16273.958	46769075.5	65810.4891	12871.3724	51942.1238
16	298.922929	0	-423.191478	361.170822	44155.7875	4946110.87	3564411.8	-280.231471	2855.9806
18	295.473436	0	-406.96884	-406.96884	1127.18508	76227.2046	4989.32158	11519.7909	38636.5928
20	298.724594	0	-452.148894	-452.148894	57952.8566	6317039.91	96690.3141	47604.243	65197874.6
22	298.616633	0	-490.262048	134951.847	3470.90187	-627.182046	462622.014	-190.25143	-325.54859
24	297.416125	0	-439.540393	-439.540393	245915.775	436081.437	23008220.7	3645.37011	509428.483
26	302.059646	0	-394.373467	-394.373467	2420.6245	568.591274	12317.0849	367.74618	515.940292
28	303.99017	0	-438.378261	-438.378261	1264.89844	94562.8719	7147.80257	2742.37378	3504.90609
30	294.525316	0	-475.480355	541.787529	-353.530358	266650.743	131025.281	-23.5862761	2842.10406
32	296.308946	0	-433.774261	-433.774261	926.311077	5198335470.0	11628.5158	528.017681	154027.837
34	293.510687	0	-393.699928	-393.699928	603157.321	61204495.4	1686505.16	164.802532	1432499.93
36	301.316616	0	-457.831375	295.972197	45.9921658	-341.892798	43756.2431	-132.45814	-577.581375
38	297.303335	0	-454.531141	9254.86387	-332.581144	41044525.5	95896.0038	3969.46644	22414554.4
40	298.610039	0	-460.108682	500.548115	23684.9341	2959.89548	426879.792	37292.8843	-579.858682
42	300.091229	0	-460.853896	-460.853896	1736.69629	287485.198	13457295.3	61535.83	134861377.0
44	301.772429	0	-458.510847	5817770.04	3732663350.0	30892.4529	-224.430845	5382.00223	35644.4419
46	298.89769	0	-434.728063	42955340.9	578.824807	1373815.12	-200.648061	31105.9799	-234.053811
48	297.435663	0	-470.154659	5961.25589	27018.5478	188.797026	-236.074657	40596.582	28746.3555
50	298.204984	0	-459.844224	20153.8508	-156.260635	5235346750000.0	1313.87893	-316.884217	22393.2842
52	303.203004	0	-412.49963	25281.2829	37.4050601	4158.02585	824.904135	-269.539623	27455.5086
54	295.466712	0	-452.432682	-452.432682	122922.905	221175.971	460752380.0	-203.447466	-345.014961
56	300.921985	0	-461.650916	95.0202428	18291.8046	23004.4062	18600905.5	-318.690909	400.538167
58	298.084301	0	-471.850869	185619.521	2169.18624	2261337170000.0	1474146550.0	-328.890862	-223.68316
60	299.1867	0	-451.641828	-374.391499	210.564431	9400.8682	-217.561826	450.758677	36628077.9
62	302.251623	0	-480.872626	2788.15819	71121.184	6609914.43	1099833.01	-337.912619	160.892869
64	298.418941	0	-513.546291	288.073627	5870.82888	165731272000000.0	7108.32204	-370.586284	-243.147006
66	300.042892	0	-456.801775	12306.9564	7547329.64	33214342200.0	463081989000.0	-313.841769	811.989332
68	295.571208	0	-482.730078	45169.4822	468692.847	4000777.03	7221823.52	-339.770072	8436.21352
70	297.805921	0	-458.126526	52074.8731	3684.46789	34067.1948	80889.5658	-315.166519	10498566.0
