time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	322.41159	53.3450375	-557.427627	-557.427627	71058.1109	865521.674	1391424.96	1190.75597	2394919.31
2	296.020521	62.4819076	-594.452763	1733958.26	37.6723073	35718810.5	8328897.26	-442.052769	10900.584
4	297.469096	71.9478557	-519.327549	1252400580.0	-376.377552	19305589100.0	5664.14726	9022.7755	8733.6718
6	295.146536	63.262584	-504.50689	-504.50689	6218.94006	2160309.65	301900615.0	1352.82221	7632.62871
8	301.298558	59.681667	-560.006535	-560.006535	2220924.83	411700.869	582494.195	31497.7909	61861471.9
10	297.335006	65.1320282	-547.579771	-227.42884	322049.855	29728.9273	-314.10977	650977215.0	57262.8505
12	297.518317	74.8767828	-521.266711	-521.266711	11809.2177	14359997.8	58491.0264	767.541834	720535.965
14	300.930328	85.5133573	-530.964848	-530.964848	18166.9042	6072418.0	63668.1215	9274.72648	1139979730.0
16	301.443647	55.9914261	-539.272821	-32.1635021	-33.8734845	14459536.1	13160.5433	-386.872827	34303.2238
18	300.656436	54.5626409	-543.103723	59384.305	32816.7342	31891.1749	105092.265	-390.703729	40.4779508
20	294.338673	67.8759463	-530.339665	-530.339665	6002.77617	14835156.0	5282507.76	6672602.39	163000.71
22	300.897474	58.6498232	-562.977593	272976.588	1705.57912	12064.7718	216350.647	12599399.9	-663.577592
24	292.033313	54.6725118	-531.26648	-531.26648	235425.77	186538754000000.0	334931486000.0	1264.12486	7877412.62
26	293.372896	102.080269	-548.492618	-548.492618	3391.44762	623887328.0	6439.44669	1073.18093	33195.9374
28	298.074173	53.5982572	-571.189108	3865.56942	5065450.25	32393.6253	54631112.2	215917.822	-671.789107
30	301.049352	54.6870685	-556.47269	-556.47269	264706400.0	14923365.6	190635.395	13622.7466	231929.13
32	293.58658	62.4082523	-493.636767	-493.636767	43008.322	43154392.5	618147.441	1659.02369	1584937540.0
34	295.113972	68.234504	-543.177908	76765291.5	307205.089	72397.0861	5969.11154	66032.1864	-643.777906
36	297.214924	79.5039539	-538.266686	2650785.43	11104.1695	110384360.0	182880.426	483788.371	-638.866684
38	296.771496	75.5173019	-512.644556	-512.644556	44594.4648	151835.494	23839.4682	180157300.0	148214.462
40	297.809677	88.5899651	-518.925037	-518.925037	1026790.46	6521.24612	28298140.0	505329.51	4971.50029
