time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	301.575768	44.2794051	-545.186018	-545.186018	80860032.0	497066809.0	216115282.0	2798635.61	108272.398
2	298.317854	47.3028255	-466.146369	-466.146369	33359690.8	135190005.0	208005651.0	13143654.8	5511090300.0
4	299.878062	66.5474513	-499.464032	2947890.1	-365.324033	8684818.28	35038.9942	4179.04803	23908.1613
6	298.988942	73.2343741	-502.052989	2565707.33	14201789.3	176382219.0	-276.542994	741303.07	560622.401
8	293.010197	75.3010183	-529.615634	5587.05028	18449.0097	19315979.5	1796827.23	3658.51142	-637.635631
10	300.59707	79.4250015	-470.204083	-470.204083	30062.003	22830.8816	45019.5229	690.428952	81020.8712
12	297.952069	99.3077839	-460.40944	2425892.93	35137.0577	75012307.7	-234.899446	619555.261	3223266.65
14	298.215119	55.0181242	-433.734567	5638.98858	78186.3451	25534.803	983855125.0	9103.57186	-541.754564
16	297.717655	64.9716833	-534.936417	560.331965	178306.303	5465.05828	19078319300000.0	95425559.5	-642.956414
18	298.998229	55.7967208	-459.122043	-459.122043	1112324.32	19068207800.0	20869210.7	12944572600.0	789086.896
20	299.719916	83.8999261	-472.213347	62.522547	3424.41781	37073445400.0	-246.703352	1527.66163	19039.9182
22	301.204477	71.5112822	-482.261829	2671588890.0	28364994800.0	1012699.45	-256.751835	113556.982	22909152.9
24	296.997186	78.2572736	-480.934558	2996325.41	10174.4	465.763232	9108664.26	7917.65511	-588.954554
26	300.239919	83.940024	-451.853847	102040757.0	84180.0932	699596.855	386763.281	1535.35046	-559.873844
28	299.44919	77.5980831	-458.059186	-458.059186	103282.586	271403.108	2702755.57	14213.5677	1012565.53
30	297.955169	67.7547946	-561.970944	85199.5167	199234.769	1949482310.0	-336.46095	4912.59369	67658.9892
32	296.904941	78.9742686	-524.549552	64219.4057	63279.8227	19195182.9	-299.039557	138830.967	15204.8843
34	300.219771	59.4854808	-511.343198	855.107453	830042.863	2200822200.0	89549.8799	37177.9472	-619.363194
36	301.009263	53.460921	-434.196005	-434.196005	37317.8432	139198.428	433733226.0	12500.8661	2743.06814
38	300.344589	54.2566369	-468.334611	42750.1489	82222.5607	414932.015	-242.824617	60007.032	82100.1531
40	296.979498	64.7740406	-449.729181	1206.10359	-315.589182	950436.746	1524.40034	384168843.0	770866.224
42	292.724007	56.8823687	-470.91064	254469310.0	1234438.02	20199.6705	-245.400645	456940.849	13759443.5
44	301.267173	73.5143636	-478.92678	127.024997	3281.3556	326225715000.0	-253.416785	350.392853	62977698.8
46	304.878529	63.1134123	-460.031043	-460.031043	28988.4538	254626.559	18071.4387	122253.055	61417450.9
48	297.065926	78.4646839	-493.893968	-255.256428	270761.553	24216311.0	-268.383974	21454.5191	106278.911
50	292.977214	85.1656404	-434.548108	-434.548108	40863.7838	1.07752504e+16	7991.03121	350.82719	1390.30035
52	299.292152	64.7492001	-391.196182	-391.196182	41546.2638	172934.659	59303185.2	1589949240.0	23907348.9
54	303.08675	58.7257389	-481.378565	68253.8434	33316.4977	317750346.0	-255.868571	422519.03	91631.6777
56	300.475144	53.2896711	-461.274523	-461.274523	2613.09407	215720.495	5182.84368	143866.406	3508.20118
58	288.385438	76.0434159	-406.534019	-406.534019	11307.3927	9115925.12	25790.4728	36249.8037	2494.14043
60	302.704812	55.7555839	-495.909648	2323864.75	-361.769649	391526.557	4119581.08	42247.9989	12291.9698
62	302.524185	64.7732274	-463.65926	2169.98666	10038.2644	17059542600.0	-238.149266	1441.58344	5785.93624
64	306.883752	55.2309666	-490.726229	-490.726229	54178.6304	774420.048	459782218.0	35452.1648	25831.1885
66	301.46031	59.916855	-483.906822	1336387770.0	763.704371	150429.144	-258.396827	13455.9584	76454.7128
68	301.541939	73.2720679	-490.01468	-202.057589	-355.874681	22775907.0	8354759.99	11907.4842	622139.992
70	296.509201	88.1045479	-492.090067	49484129.2	28953600.5	55791.8818	-266.580073	305947560.0	14101.8349
72	299.887252	70.8168831	-457.266644	-457.266644	136244.862	239551.087	311680.704	26259.4326	52645.7656
74	293.271069	61.1600546	-473.492086	850.176672	35860851.5	56103624.6	787570.976	3538237.3	-581.512083
76	298.524139	65.2567486	-471.115288	176.565182	156.764827	7343.52988	41617847.8	-317.525292	-42.6301561
78	298.097649	72.1766475	-571.684967	1869402.82	519674335.0	36178034.4	117242857.0	385284.277	-679.704963
80	295.370191	80.0105059	-497.812015	84013.5657	1596.89924	6449.27461	151263.701	321.178041	-605.832012
82	298.706131	70.901349	-479.312039	21578.591	-345.17204	32028137100.0	361652.343	-107.136937	556164.342
84	297.191106	73.9045691	-441.971541	-441.971541	4238959.42	131487.394	1861.06568	43449.4216	1503915580.0
86	300.035248	67.5615086	-467.092266	-467.092266	9424.02727	4066996.44	2391260.02	332.644837	592.752685
88	296.23749	68.133703	-455.541845	141.723858	9567.48899	17091996.7	-230.03185	1246.41807	5011.92863
90	294.115706	67.9928819	-476.323648	-476.323648	40572.4194	150507.736	12966754.4	1290488.12	1158495.56
92	298.850507	64.2695958	-503.5149	704690.247	1582960.32	-639.5149	121629.951	-104.915234	-271.334511
