time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	319.492743	69.2758793	-566.759904	-566.759904	918086.958	235128.744	38222.1786	16196.5685	18208.9044
2	294.423728	70.0558717	-603.585365	-234.663598	71566094.6	22419884.2	-365.125358	2138.6954	4881066790.0
4	297.294879	67.8149665	-496.894855	-496.894855	12532.3016	1277174.14	61065.3545	30337.7251	21325.2543
6	291.182729	71.7930139	-543.222822	-543.222822	6244758.58	266804.569	94038283600.0	3406.98104	2803117.95
8	294.463334	64.2449888	-548.697324	116.557915	-404.607328	637200.786	55421.7221	5501.98106	9534.68102
10	300.755347	82.1114385	-537.516894	-537.516894	13120.6315	4800.66744	77738348.4	15432.9436	1387199.89
12	298.639197	53.3038755	-503.353832	-503.353832	56101.4119	4420140.51	23786.7538	-1.59010361	249138945.0
14	295.320974	47.583402	-585.205767	3837.759	706.09228	853684.573	-346.74576	1748.39137	9677336.88
16	298.217669	71.6633622	-562.977007	535044.736	379612.592	59835109.2	-324.517001	2120.21372	54744.6661
18	300.637463	74.3288846	-559.743801	-559.743801	4041267.87	9256221.74	251799.552	1412.99256	26781206.8
20	299.580897	75.2321735	-593.755949	7873.97643	5513.35596	625215929.0	-355.295943	138.516641	1077.743
22	299.734714	63.2211832	-594.499358	-80.8607905	4082.72271	1054729.97	-356.039352	22.524843	400.995344
24	297.568854	48.035295	-576.751373	15893651700.0	10435.8075	7663119.6	-338.291366	447.4138	169444.675
26	301.977584	56.6241676	-573.894236	0.649223161	51514.5649	13246364.0	-335.434229	2635.10724	13346.5667
28	294.081125	79.0103247	-490.346717	-94.0043804	6221.62146	713802453.0	5070.84611	-344.496711	6346.44758
30	294.88118	56.4356061	-502.072206	-502.072206	1659.3128	138304.289	360106.876	555.533266	58495.0876
32	299.308541	60.1446473	-503.13457	-503.13457	13718.0554	25041.318	2192586220.0	127389936000.0	11967505.6
34	299.973889	61.5826793	-503.853144	-503.853144	31032.8678	1749301.04	395365.023	6273.09696	47519.3515
36	301.84891	46.5047836	-532.507456	-532.507456	239370.047	1160824.25	6384.19361	357.246074	15980.2326
38	291.111118	74.5527505	-533.731465	-533.731465	2543.90896	181772.718	530965.053	101.152687	13636.6805
40	298.980202	58.5221843	-563.101938	335.935945	73356315.6	175201169.0	-324.641931	1605.65026	2869.554
42	295.729115	62.7769022	-528.379511	4941.45679	-384.289515	19325.463	2065267.73	100996675.0	19586559.8
44	293.985036	78.2483867	-566.874751	9797.31871	760.139158	164082.422	-328.414744	2110.96303	15125.987
46	297.125642	62.185334	-490.019679	686823228.0	-345.929683	1486502.91	260994.693	1100976.26	6824416.5
48	294.704591	62.4595499	-527.465477	-527.465477	496804275.0	31498883.9	10144.2953	4937.45484	26344.0209
50	297.174175	76.6929129	-580.544101	14001.0375	285.651788	17703.7003	-342.084094	-58.2419457	-289.58961
52	296.891878	58.6054208	-527.652958	1304031.15	-383.562961	804513.33	64904092800.0	44867.7342	1246984.48
54	298.887329	76.2858508	-532.835958	-532.835958	95672.2484	71055709300.0	158371857.0	503.044338	9735.45711
56	302.898225	77.6001245	-556.224275	12515.4798	201.005798	28326350.6	-317.764268	2650.21998	472.346742
58	300.655201	76.2156283	-542.834649	-542.834649	394235.861	50358707.5	1319119.66	177097.097	16191.0685
60	297.408252	81.4576307	-515.627645	50872.2334	-371.537649	1.15948052e+16	90461.4006	6638.31527	1067471.67
62	300.137994	72.4829544	-574.976342	16975.8657	47.0855047	213538389.0	-336.516336	-90.1155459	44145.795
64	295.533429	70.2033253	-524.350628	-524.350628	95783.8075	191043.498	6851884.47	406.304079	112508.104
66	296.735031	89.0819573	-517.11988	-11.5155065	96.1603859	1642.592	8478627320.0	-17.3934077	-624.499877
68	295.655382	73.4343422	-490.844221	-490.844221	14494.4742	5089917.58	30466.9183	880761.521	8670450500.0
70	293.841076	80.9226395	-535.302082	-282.541852	3399.49739	8196940.81	4808692.38	-181.695587	-642.682079
72	296.592445	57.8482005	-546.64945	22486.3447	-402.559453	16204844.2	43320466.5	816.656427	39102.3766
74	299.928355	79.8118224	-524.165094	6714.40655	-380.075097	1554562820000.0	1026821.45	13699.9525	88948.8327
76	296.033882	82.9845106	-517.454004	-187.270006	6.81179506	119477.548	290765.945	52.1556045	-624.834001
78	303.015822	70.0722972	-514.622951	-514.622951	65034.4138	3967300.53	492313.042	15.2365675	70343.4413
80	304.592154	74.7749313	-538.546769	31.2603929	-394.456773	193965.314	91474336700.0	4311.69102	276267.64
82	296.328837	70.0432686	-507.046912	-507.046912	338699.74	533264070.0	3539547960.0	1983.12308	2579.12434
84	299.569963	61.025089	-576.440949	343.209659	28139.7677	64164.6329	-337.980942	269.933589	953.949137
86	295.119719	51.1789895	-549.142464	2632174.94	-405.052467	32459731.9	3108.61215	1978.80613	306392903.0
88	296.510845	92.0488442	-509.20551	74626968.4	-365.115514	7311289320.0	16250.3683	1979.00774	5470670.71
90	298.155991	68.9822317	-520.077772	150951.768	-375.987776	14733940.1	334801.293	4088.3845	32125943.7
92	300.822164	53.5869987	-521.492353	-521.492353	4197756190.0	81418640600.0	4075.2043	465.049168	357926.268
94	298.322852	76.7610431	-561.643332	1414.42289	13233766.1	1009096.15	-323.183326	-7.18126258	57363.4838
96	296.247944	63.6716463	-493.833065	-493.833065	69666.0278	151647663000.0	106895215.0	117.999086	2903.72129
98	295.787456	46.7343974	-494.237455	338.330064	-350.147459	236694.031	128858.602	31460.1411	2317008.96
100	290.304374	54.265808	-517.101163	-97.2915281	-373.011167	4961982.21	7774.06471	1195.66821	48995.1588
102	296.244306	63.1960257	-544.059297	-35.6628659	7867.67706	1450942.0	-305.599291	204397.232	748.123114
104	297.002493	62.5666054	-487.630496	93583.8844	-343.5405	2513676660000.0	141403.33	427.657436	630197.451
106	297.816098	72.0706923	-516.180944	-516.180944	3770.97273	404660599.0	16155.4932	11250.8716	31765.5496
108	297.144897	76.5139937	-525.892199	-222.297715	-381.802203	358520132.0	577486.328	622.92382	46372.2852
