time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	312.553113	53.3450375	-557.427627	-557.427627	71058.1109	865521.674	1391424.96	1190.75597	2394919.31
2	297.091442	76.1749575	-575.922859	162699.418	4003.98444	8740630.03	287488.046	-423.522866	505.451221
4	297.100161	76.6302243	-553.282895	593.30551	32887086.8	1285165980000.0	-319.812894	944.124373	1965061.58
6	301.234345	81.0789517	-531.809967	-531.809967	71191.0084	229706439.0	6911.63176	411351.263	9157472.93
8	301.586733	84.3624612	-594.090782	246815.929	116676999.0	24999370200000.0	1248159.99	-441.690788	6239.00325
10	296.713677	49.2052501	-520.105804	-520.105804	5231.94783	766215.088	12626717.8	1583.06123	12858.6318
12	295.776731	78.8633819	-488.34211	-488.34211	21626227400.0	54970651.0	6910.51284	2392.55859	113.104485
14	300.903604	62.7220377	-515.409824	-515.409824	17276.4646	171458.255	12915.3887	1414.13217	275393.282
16	297.032931	71.2612918	-543.089671	-543.089671	83037.3658	322719.996	23492463.9	26610.843	14921365.3
18	300.807124	51.5057842	-525.641526	1712.52252	1175720.58	3802762080.0	4763661.27	-373.241532	333.61938
20	298.300168	68.9264813	-516.758193	-516.758193	2304.26246	2157079.84	3042.87487	303163.332	2500240.32
22	298.807661	57.9451138	-537.438463	69533.3077	892.848907	4624462.1	-303.968462	-199.536664	59679.0416
24	297.014902	75.8173176	-549.996903	891737.114	1405556.49	107052.985	2520411.5	-397.596909	365321.974
26	297.490668	78.7698028	-544.109025	-168.199002	544.124272	2267457.33	-310.639024	296736.163	58909.2876
28	303.280018	54.9852767	-511.474546	-511.474546	19549.5711	59308.2042	20925810200000.0	7093.99409	47555.9927
30	296.544786	64.9150983	-548.850173	-548.850173	915185.984	74076.5234	1320427.6	2308.19586	61837.212
32	296.951461	82.4401892	-516.84921	-516.84921	55807.0479	2638479.93	1012658260.0	16541.1731	151492434.0
34	297.333279	87.9402899	-507.688529	380.612043	-92.9533717	965586.369	-274.218528	1323.07507	64.3609113
36	296.16053	63.1408128	-484.558758	4464.32926	-341.608761	22664326900.0	9010.76962	1298.5023	2351327.57
38	303.635718	50.9215779	-526.432327	2555431020.0	-383.48233	349768672.0	518375.673	552.482132	494145.399
40	299.498244	53.152569	-563.660867	6273.89576	-122.431167	19034325500000.0	-330.190866	1409.73654	13498507.7
42	298.993222	84.8825705	-527.940935	-527.940935	3972.60765	201151556000.0	772174661.0	2812.51063	427372442.0
44	299.699477	63.127136	-486.415869	-486.415869	181879.837	487523.883	206386223.0	2074.06108	32860221.4
46	298.302873	72.1945071	-522.094838	-522.094838	14402.4347	136129.223	958043.727	252893.031	4406.92705
48	296.641208	66.7002101	-555.605848	90792339.0	70.3750896	198604358000.0	-322.135847	1980776.69	7483.16649
50	297.495097	86.14431	-536.359858	-536.359858	36923779.9	139122900.0	1740621.56	7103.62151	6599148.98
52	299.2646	70.7460075	-542.988673	6810.93041	13022.8711	-667.018672	168669.844	11558.8163	-387.802718
54	297.187905	84.6842315	-544.630791	5834.13625	-401.680794	23838374.9	10335850.3	6838.70394	90449.2516
56	298.128186	61.5492734	-516.810336	-516.810336	601.461346	2056896.13	961648.879	4166.31578	11437.6052
58	301.071973	89.0837505	-580.7792	174.420869	2689.39449	218279.297	-347.309199	958.168202	144102.093
60	298.666857	51.9300317	-492.091862	154376.01	1666.66801	12268775.1	20187.5087	-145.60649	-592.69186
62	297.404624	74.8608224	-575.168035	173928900000.0	8914.01072	132017978000.0	-341.698034	1915.5886	129695.486
64	295.810153	70.9669419	-535.90437	4754189.66	-392.954373	1021269.3	1997.88796	5655.30281	327987.38
66	296.690959	64.9674052	-540.861252	1110.43364	430.068716	100.578211	765628.704	-46.606781	-641.461251
68	294.480638	50.4403192	-522.244197	-522.244197	2800874.67	669956.601	35426437100.0	79585.3049	6989.05477
70	297.558558	92.292535	-521.65674	-521.65674	21005.2407	52709229.0	152073.065	2059.05253	14664.6185
72	296.806777	84.517412	-536.193397	14034.711	-393.2434	30109116.3	6854.66247	16709.948	305020.609
74	299.186378	71.415454	-549.065152	2252.32515	-406.115155	18845.2069	39068.8161	5122.59454	4123929.33
76	296.388285	56.6949758	-534.862707	9933.13507	-391.91271	26170.655	125655857000.0	27219.0285	5001.84093
78	302.027718	92.1597974	-566.062399	12977.969	-423.112402	26868.7321	205110.197	5369.55684	189509.497
80	295.818644	58.0513016	-560.922318	50.1575151	396384644000.0	34395.7696	1599419.49	3304.58184	-661.522316
82	296.840762	48.9856274	-491.635449	-491.635449	11026.9277	8168.27738	4233344.04	110249.498	28994.5966
84	300.758465	75.9996059	-568.757709	14323.8036	8434.15931	112073110000.0	17694.0053	16775.6187	-669.357708
86	301.154568	43.6255274	-501.447153	-501.447153	220927.514	470434.958	1299036.36	21179.8548	5046.67219
88	294.412895	75.5090575	-529.620445	7015510.36	526.496104	1205.87036	2014.4587	82445.4568	-630.220444
90	295.329199	50.8680786	-557.620099	701830983.0	-414.670102	4718034.13	9715464.21	5698.67724	2091.34978
92	299.715482	54.1242187	-521.323886	-521.323886	10555.6301	254872.497	313292125.0	214729.322	26402.9571
94	298.950728	59.311329	-524.997635	98735.6019	19382.0127	3742.36445	3879874.72	76.1762856	-625.597634
96	297.090021	71.0618494	-525.137929	539280606.0	42.2843735	19272.6075	539.248906	11266.7223	-625.737927
98	295.075413	67.6849762	-517.295825	-517.295825	3565.5009	574045.185	39023970.5	1142.27294	777658.643
100	289.429833	70.777421	-525.679591	459.215134	-382.729594	3017142.46	32589865.5	1542.79755	16123.4391
102	296.830751	89.3124915	-537.2015	430654894.0	21346.1818	8640.73084	1085.89337	23247.9019	-637.801498
104	299.214668	59.2114874	-566.632261	5667058.27	622.073634	466710.745	4407103970.0	11231.9777	-667.232259
106	294.202292	61.7552784	-538.357881	-538.357881	667884.882	4895894.95	105398.214	914656.704	2445.50065
108	299.322189	73.8296234	-588.730545	1420.48395	2967.36167	64243046.1	4733.3444	6896.5469	-689.330544
110	300.797877	63.9781268	-517.105698	-517.105698	133179295.0	32720.9036	16442396.1	165929.884	260092.044
112	299.422696	76.327815	-549.99807	6889128.33	29722.6566	2937863720.0	110.984842	-136.904598	-650.598069
114	297.216402	71.7230867	-551.29793	8979.64513	81762569.6	1166566.44	1077870650.0	552.340034	-651.897929
116	298.417391	68.7875979	-494.199899	1584225.06	-351.249902	215962.867	2083301.81	-78.1048577	743074.748
118	298.260296	75.3354997	-521.926946	372.141515	56914.0734	-96.1765086	7933.3439	1259.50257	-622.526944
120	299.978041	56.2252668	-525.835147	-525.835147	433713.362	2965665.23	594146181.0	862.357527	127340.712
122	295.772578	65.6170425	-523.16435	-523.16435	33790.315	3101433.03	8712696.35	2528.22757	14641.3429
124	300.00327	68.6931549	-544.880448	-544.880448	49958437.4	2139199.04	60851843.8	5337.60075	3721172.77
126	300.931124	71.9474987	-535.068635	3002.55955	18514.712	7016985.16	760064.978	3270.06869	-635.668633
128	299.838587	69.4364826	-524.214704	3045328290000.0	4952.19879	305296732.0	1.88744253e+17	415.789301	-624.814702
130	294.149292	65.6038722	-571.682669	4904.25521	2436975220.0	5961.43115	323204.508	2904.72277	-672.282668
132	300.39866	83.5974508	-552.920397	5361.47979	3705.30263	3483.17045	4737797.44	125491.023	-653.520395
134	299.177856	52.1692242	-543.895366	-543.895366	28347324500.0	460260.019	60966628.0	2514.82504	4842.91351
136	297.61049	69.6783702	-532.209312	228.641021	2282.66063	22665.1441	389.882217	558.167043	-632.80931
138	304.427444	63.0332251	-580.690256	99777.4053	277.779448	4517909.2	7431532.63	36239.6505	-681.290255
140	304.747606	87.3183922	-530.669444	3993090.9	672.65821	3340962.35	947331162.0	-0.619219796	-631.269442
