time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	320.704819	53.3450375	-557.427627	-557.427627	71058.1109	865521.674	1391424.96	1190.75597	2394919.31
2	301.053484	91.0051527	-544.085019	1465.81891	9717.92829	1324990.37	-310.615018	1693.67066	4108.26848
4	295.326819	58.8985225	-535.280903	-535.280903	17044.3567	67180.1351	269058.467	10970.8376	40793510.4
6	297.129069	75.1405102	-540.902998	-540.902998	5893.19835	680139.133	428526818.0	66728.5441	17807.3777
8	300.357904	74.016106	-554.36175	231333.037	16033.9612	5175.35651	79868387.6	-401.961756	7446.70599
10	306.166715	67.4397169	-548.461092	-548.461092	113120.314	443872.043	372691.628	10139.1564	12205.3848
12	298.331414	55.0746169	-562.744238	767285.515	27496.3837	4760804.44	49576672.4	-410.344244	5456.09641
14	299.534017	63.9991447	-519.720861	-519.720861	124781.734	3598920.86	6423032.54	25586.5715	18225.3263
16	296.024631	79.1891172	-517.380912	-517.380912	187440358.0	34794.2601	93233454.5	837.189466	58453.0572
18	299.244272	83.263184	-533.0804	-533.0804	10325.0782	2728291.52	4750893.33	7572.13799	316215.558
20	300.072042	59.7695229	-555.853121	13702.5363	-412.903124	1194984400.0	755017.297	239629.878	291767.131
22	300.002064	104.718836	-569.03842	-112.968161	715.104125	1096.22697	665072.72	65969.6984	-669.638418
24	293.351322	94.0227594	-474.450186	-474.450186	26811.0905	20617.5777	5784.52007	35049693.9	145.093595
26	298.040864	64.0889533	-551.836076	223710.111	53135.0866	3151227090.0	271524.871	1536.03623	-652.436075
28	300.133394	67.5917203	-548.216914	-548.216914	7256852590.0	231245.764	4079259.35	775.631244	8288.53149
30	296.285736	68.6345642	-500.097084	-500.097084	1092.40658	465476234000.0	22945.1989	1472.7096	16240094.9
32	303.675271	85.2871346	-529.388655	-529.388655	110880.572	3557550040.0	93966.1873	26538.4123	1493681.42
34	300.873461	67.3563452	-549.981063	-549.981063	995399.159	15478810.9	89093.9974	3601.56352	591682209.0
36	296.999526	85.6055185	-497.831273	-497.831273	87846112.2	775303.949	17669.9459	33487.7025	13608915300.0
38	296.203266	50.8022938	-536.985339	21573796.9	53170.42	3277.99947	49823.2961	346178.546	-637.585337
40	302.774963	53.7405336	-541.567443	55292.5121	22587.9171	71577205.6	4751.19495	-389.167449	75731.612
42	293.0548	56.4591968	-556.620062	3419937120.0	102338.631	3384.75738	964606.494	329976.398	-657.220061
44	294.953152	65.4768376	-603.487396	94330.3831	440.471878	34863879.3	36836920.9	-451.087402	209.620803
46	293.982952	54.6590193	-539.726591	-254.826708	4822.9264	924.181399	15020643.1	17548.4957	-640.326589
48	298.54718	69.6166777	-502.094226	803.769133	3286.8591	14404.3458	5612055.61	4352.50945	-602.694224
50	294.779252	73.9166022	-526.928619	4204.47931	133490.576	38339.4328	20244.4405	2481.49853	-627.528617
52	300.901507	51.931295	-541.15274	-541.15274	30069.8616	26728479.2	11752294.6	7581.52437	150330114.0
54	295.936041	44.0866253	-533.508101	-533.508101	177435.562	40263.6793	206853716000.0	2979.42303	6763.15564
56	295.645543	54.3366906	-536.4497	-536.4497	80905.3785	6776968.78	1192719.28	7593.1436	31231.7998
58	294.686844	75.1375979	-506.705215	-506.705215	317391.968	103788722.0	7350.86572	53486.9624	9895.65983
60	298.735077	52.2075622	-506.29311	-506.29311	2810.16677	2169054.72	306577944000000.0	1726.68632	5696257.18
62	301.01049	53.5997264	-525.948021	1873.76206	3661.32595	39118.6589	9214416410.0	7590.44573	-626.548019
64	294.398435	83.9482007	-566.152083	3180.48018	8087.94599	132296.432	739.274385	-413.752089	733.789611
66	299.728589	60.2913961	-535.901488	-535.901488	31938.4432	71944678.2	96339628.8	360.985568	608010.255
68	299.790614	86.0733422	-586.709562	6082973.14	75734.7821	48833884.7	35767.3901	-434.309569	496.664476
70	294.945318	85.7597244	-518.642511	212.783737	2487.7462	24713.7277	250274.658	757.786193	-619.242509
72	302.150819	73.2651226	-556.008822	-130.939729	-413.058825	6823966.42	87081.7164	1657.08641	11154347.4
74	297.544408	86.8978752	-549.654037	1944.39638	-406.70404	17587.6226	5543528.09	242926.012	34427.2781
76	294.510028	65.6897606	-549.854623	-319.99219	3515.86476	432123.714	6710870990000.0	546808.933	-650.454621
78	295.596781	71.3468535	-543.235779	-543.235779	2822.84657	88731.932	12556834.4	1031.96767	143393897.0
80	298.814545	82.1218973	-537.73786	-537.73786	7257166.49	96573.7987	27623.6474	102593133.0	23969388.7
82	296.597565	82.9348083	-561.644496	223.2124	85.4532354	1544970.43	1004402880000.0	1488.4704	-662.244495
84	300.279585	58.8899671	-541.08398	187320177.0	58771.1859	864851.517	297843.563	17816.169	-641.683978
86	297.13678	70.1364208	-582.483013	105862193000.0	6691.54195	3850551640.0	1213987.12	-430.083019	4664.45103
88	299.196994	76.6423184	-538.228225	849.46478	2984.14181	53200.5551	316.826305	1252.36383	-638.828224
90	294.588709	69.1851648	-549.776297	13095.2361	2128.86569	4021.08672	9252863.13	5458.4432	-650.376296
92	298.476158	68.2236578	-525.155382	-525.155382	61861.893	126116.034	168772.058	1679.54226	1308361.71
94	295.069449	49.1405396	-554.678428	37258336.4	339.79372	181950.275	1199798.34	1523.60092	-655.278427
96	304.47085	63.7310754	-576.564501	191.566773	2671.83945	786095.115	108726335.0	1286119.84	-677.1645
98	292.252521	67.1063153	-548.130944	-102.211461	-405.180947	3528100.88	9532.20362	-87.1505186	96799084000.0
100	294.999187	65.3927597	-539.38203	131.658624	17105.881	927721.422	13998764300.0	2211502850000.0	-639.982029
102	290.803304	52.5827235	-555.376461	116772.305	-412.426464	14822087600000.0	12577690.7	1333.90669	28000.5549
104	296.819384	84.5733178	-539.166309	2114.2245	-396.216312	1128642.79	17530.7065	4277.94579	8745878.82
106	301.130843	63.6667296	-543.39107	3200.54254	5916.86168	13951.8127	2496370.84	2500.69789	-643.991069
108	291.779013	78.3907879	-538.460448	7381.4742	44901.1598	520553.054	180051679000.0	3824.89127	-639.060446
110	297.370597	80.5533421	-542.623506	-542.623506	9482.29225	61976431.6	50184016.5	7251.04747	8128.48828
112	297.695404	70.7428244	-545.16955	345486.836	1380.7785	30891.3507	57200259.0	4126961.16	-645.769548
114	303.643294	58.2869687	-565.970378	873.031785	1191.44036	3430357.76	401838.73	944.459913	-666.570376
116	297.399417	74.1371461	-554.325887	37963.8218	14871481.5	6790.95882	10202.3444	7655.16308	-654.925885
