time	solvtemp2	totdisres	eR	e1	e2	e3	e4	e5	e6
0	312.027186	69.2758793	-566.759904	-566.759904	918086.958	235128.744	38222.1786	16196.5685	18208.9044
2	296.634217	65.5753987	-501.339904	-501.339904	180094.18	2096024.82	153462.191	13778.9739	90044215.4
4	297.585537	83.2444413	-556.224896	-299.927773	-412.1349	795957.525	10555.4332	-58.5276185	3257005.71
6	298.169326	85.0789247	-556.214291	-194.607839	843.646964	323908.862	-317.754285	-91.6604423	532.12078
8	301.786211	77.4895174	-523.829985	-523.829985	3256451130.0	8923257040.0	372120.099	33207.6184	823136.059
10	297.680826	93.6240254	-533.762449	-533.762449	82698.4975	74096.7488	45146.2527	540415.441	67150785.3
12	295.936063	86.1901568	-513.540748	-513.540748	168859.598	721256.314	113604.111	5134.7361	751963.484
14	295.180665	81.1024773	-495.521901	-495.521901	1052384410.0	94611.1735	75382848.6	911.569863	716796.784
16	299.389663	72.0978157	-540.437417	458.15358	-396.34742	306077740000000.0	5774915920.0	716347406.0	63185199.4
18	295.227823	79.3785468	-518.505494	-518.505494	68032.0729	82924.5293	1556927.41	1812711.3	1146671.94
20	297.18176	53.786451	-543.746895	-326.263939	-399.656899	578267300.0	7864.8682	1676.24921	107163.319
22	298.534907	70.6354851	-538.024168	64.2617638	-393.934171	1411743600.0	1834561250000000.0	13036.5408	863258.423
24	298.109352	68.4039578	-537.502163	-537.502163	422614.15	911181.078	42526.7118	9950.57873	1049910.86
26	296.391774	65.6399594	-545.924047	-545.924047	204488.765	1623480.36	34431.4329	4802.03888	6289.46012
28	299.247037	74.608069	-537.537002	25277.3869	1480048.26	60480623.4	34251.9011	-391.686996	11488.5948
30	296.754503	99.4353485	-527.728963	-527.728963	90885.4483	207060.306	1540937.07	100519.146	17788472.8
32	296.55241	70.0045086	-547.835427	-547.835427	6107196.31	93540768.8	1041850.15	16395774.7	143279.892
34	295.435419	93.9441462	-511.044928	-511.044928	570364.998	9026109.42	14898.664	1099.75058	13321.3317
36	293.99242	85.794475	-538.157949	-251.105206	-394.067952	1528811.56	4616.88916	1661.72261	3509007.35
38	299.418468	67.3435269	-522.703124	-522.703124	24406.7476	6636239.01	11600909.7	46146.6889	4534431650.0
40	294.381961	48.3177021	-559.690262	232.08972	293.220531	2489706.81	-321.230255	157.042954	32604.4173
42	298.264804	86.2687954	-556.473984	535709.77	466.497288	4851.56821	-318.013977	407.786827	205.151982
44	291.509237	66.4923104	-506.16691	14623.9628	-362.076914	579220181000.0	608657.062	2376.21644	132072.644
46	299.791389	82.2612848	-577.529396	72.0795118	1842.94528	26002.8488	-339.069389	-70.0539903	2495.6876
48	295.026263	51.7176822	-595.949137	1040.51196	182236.956	371886.449	-357.48913	-133.149153	6279.26009
50	294.088537	96.7025953	-488.943452	-488.943452	2510.33661	1910497010.0	22156.8114	730344.593	4957572.35
52	297.600929	76.1585232	-517.946614	-517.946614	40230.2377	8884699.3	1696165.92	1040.02553	34083.7038
54	297.127283	74.2721625	-503.486361	-503.486361	376006.857	8012061.4	2310914.11	48360.485	196648.04
56	299.241498	62.593725	-548.90996	-170.468823	93.2546991	5250123270.0	-310.449953	5896.13243	-44.4429903
58	300.067458	60.4089257	-493.718767	-493.718767	640101.994	7695811.34	67834106.2	220755.073	1239382.52
60	296.2172	67.9178193	-518.202097	-518.202097	9528518.27	442372257000.0	3889074.91	15272919400.0	253199.057
62	297.842615	78.9799253	-536.79352	796.875835	359.002183	26902595.8	-298.333513	33216.8445	21438.8861
64	300.069041	65.7901936	-503.224306	-330.342123	-359.134309	188647753.0	2836.89011	683.342976	23124.5224
66	299.068947	71.6304392	-517.185436	-143.292609	-373.095439	379544165000.0	23042.423	2803.0854	45560.033
68	301.691658	52.4419879	-506.871989	-506.871989	107247962000.0	113503409000.0	1935757.25	52841464.8	1105.26192
70	292.710543	75.2683137	-521.867533	-521.867533	21134909500.0	97374939.3	485011.021	4450903.09	13369.8978
72	299.470492	49.7995062	-515.697969	-515.697969	843144280.0	4687.90767	12973812.4	53480.1265	314981.886
74	297.852591	88.1109285	-535.278899	-213.749569	211581.037	1984835.85	-296.818892	93.5919796	506.222008
76	300.443637	76.9975504	-543.634777	526.291514	3533.60161	13596.0583	-305.174771	297.919287	-255.635433
78	300.869105	85.2055378	-550.974041	401.844598	-406.884045	376572.705	1450074.19	25239.5891	19418.4087
80	293.518728	76.203562	-507.86693	-238.450992	82164.689	7405211.85	-269.406924	8621.16537	563.704213
82	300.474478	87.1912214	-543.655399	3606.63192	-399.565403	1274608.17	472807.509	1265.01644	220386.289
84	299.753466	58.3080706	-526.270037	16611203.9	1384.64449	63290.5251	25959.5756	199669086.0	-633.650034
86	296.690727	78.0102919	-541.441827	-541.441827	1271969.77	110623424.0	5052082420.0	6645.19854	90684.4547
88	299.211771	83.0542658	-530.734804	3812.06746	92128.1769	3974545.21	-292.274797	16370.7899	1072.49343
90	296.397615	86.7492946	-543.376742	-543.376742	81851358.4	1887068260.0	86463.5728	1923.68237	25079745.0
92	298.911163	56.6846589	-521.92928	-521.92928	634.83181	155285.299	44475180.3	590.784127	805734534.0
94	300.884305	94.2679281	-535.943396	-535.943396	6217.16848	73748.7545	40452.5027	5543385.05	183392.999
96	296.564232	69.9108909	-520.022436	-520.022436	33006.0359	1999848870.0	2368669.75	1788.01939	2790.17753
98	294.531495	69.0098504	-526.601138	14493.067	-382.511142	301648874.0	407379.564	1995.76003	142774.163
100	297.082566	71.0508681	-550.325562	3716467.42	280097.38	148516.237	120087.493	327.333704	-657.70556
102	295.561511	62.6801102	-568.067798	3649.62091	13782.2027	1254103.31	-329.607791	1040526.52	503061.953
104	294.693345	71.0355081	-561.629131	637.416205	2980.43868	1065451.1	-323.169124	162.244467	6553.60304
106	296.428242	68.2407168	-541.353717	-541.353717	331753.384	13491337300.0	241365786.0	1752.01419	5017329.22
108	295.799723	62.3359338	-493.630403	-493.630403	1493100.24	4829276.33	15454.3164	-26.4156392	1937.68106
110	298.734108	74.2671287	-512.99289	-512.99289	3960.97471	2272704080.0	5499.42702	2934.84928	36594135.5
112	296.245325	71.4745355	-543.975831	-543.975831	131737.561	870153009.0	27512.749	2160.82638	420834.426
114	298.871585	58.8866625	-518.044607	-518.044607	950.978947	101665289.0	12452805.4	1746.59238	72038.1733
116	296.639611	62.0017377	-549.126719	574.47925	1503784100.0	5121978010.0	-310.666712	646.043212	791.52929
118	295.879452	77.1325526	-528.111233	-196.48933	-384.021237	1256242.36	356867.717	838.986433	67985.3803
120	297.14665	74.633522	-501.772959	-501.772959	1854.94491	523146.466	19918.2363	2299.34698	25763.5829
122	299.367554	81.9488805	-534.056704	-43.0351237	4172.26426	198305.928	-295.596697	-144.575299	164.637791
124	296.517948	46.7135134	-531.207848	-160.015945	-387.117851	1565250.52	130930.756	101544.472	402639.934
126	297.024785	51.6650861	-518.761662	-518.761662	16382.6798	145613216.0	6293656.62	8015.51456	1597.98623
128	299.332734	57.5828424	-565.319681	1894.20028	-421.229685	1924318.07	4950.97315	1184.14926	5080345100.0
130	301.728548	79.3375421	-532.18307	59.2701049	-388.093074	39166.1764	636503593000.0	331.00395	621516.261
132	304.966668	63.56557	-541.430125	32061650900.0	12882562200.0	93971616500.0	3694981.53	195.967156	-648.810123
134	300.516421	66.1665809	-523.959613	32.9236095	-379.869617	14823183500.0	16255.5956	5421.68633	27775.5674
136	298.180028	56.0353427	-509.941467	-509.941467	212539.662	17491279.9	595371.948	1017.88566	68469.613
138	297.070602	66.3400165	-542.132316	-356.005139	-398.04232	242139439.0	3728832950.0	1127.76617	5341732.59
140	298.745389	63.0046907	-553.560016	1443315.67	-409.47002	29472564200.0	693376102.0	2090.53481	5255.81858
